description,latitude,created,longitude,__CLASS__,adref,salary_min,redirect_url,id,salary_is_predicted,title,salary_max,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.tag,category.__CLASS__,category.label,contract_time,contract_type
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Birmingham, Alabama Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Birmingham, Alabama. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid …",33.47894,2026-08-09T09:32:26Z,-86.79051,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODgzNiIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.sEdm4HaHQ5HZHSJaBt2G5aUCjSkFxlPBI8RJ3acNnjg,89155.48,https://www.adzuna.com/land/ad/5834698836?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=DEBCDC747C05DF4320FB80FEE1DB79457B69D245,5834698836,1,Travel CT Technologist,89155.48,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Alabama', 'Jefferson County', 'Homewood']",Adzuna::API::Response::Location,"Homewood, Jefferson County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Akron, Ohio Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Akron, Ohio. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiology licens…",41.082359,2026-08-09T09:32:26Z,-81.509845,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODkxMSIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.HTkZXqtbDOvYcypS6RJpikfRhCRYBgpOZl-w5LSw66Y,106582.59,https://www.adzuna.com/land/ad/5834698911?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=A14ADA65412BC62A96CC105504E4852E8DA98249,5834698911,1,Travel CT Technologist,106582.59,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Ohio', 'Summit County', 'North Hill']",Adzuna::API::Response::Location,"North Hill, Summit County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Coupeville, Washington Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Coupeville, Washington. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist …",48.195804,2026-08-09T09:32:26Z,-122.658488,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4OTQ4In0.To85UM00egrLIlDKSU1mCyMqq_Pb8b3R0F8zlsfx0ys,88358.38,https://www.adzuna.com/land/ad/5834698948?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=2714BC85CBBCEF788285B1BE11862CBEA1BCFC04,5834698948,1,Travel CT Technologist,88358.38,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Washington', 'Island County', 'Coupeville']",Adzuna::API::Response::Location,"Coupeville, Island County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Galax, Virginia Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Galax, Virginia. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiolog…",36.655315,2026-08-09T09:32:26Z,-80.91398,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODgxOCIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.H9iNwpqC4xvFODM_ylV1TKzPO6lOikDGQ8j49bLpVkc,88473.31,https://www.adzuna.com/land/ad/5834698818?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=F3B8EDBA761A5C634E9063FF1F1EEAEA2582879D,5834698818,1,Travel CT Technologist,88473.31,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Virginia', 'Galax City', 'Galax']",Adzuna::API::Response::Location,"Galax, Galax City",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Sarasota, Florida Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 16-week travel assignment in Sarasota, Florida. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radi…",27.282928,2026-08-09T09:32:26Z,-82.475022,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODkwMCIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.tw-KPY843e9sfrnkSCm3oQV81buaFE624QvNoWHsTEU,74225.84,https://www.adzuna.com/land/ad/5834698900?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=6C4683349D6C85C6EEA577AFB5E6CA2195ADF507,5834698900,1,Travel CT Technologist,74225.84,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Florida', 'Sarasota County', 'Pinecraft']",Adzuna::API::Response::Location,"Pinecraft, Sarasota County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Silverdale, Washington Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Silverdale, Washington. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist …",47.665103,2026-08-09T09:32:26Z,-122.707625,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODcwIn0.zxuw1o3o7IAOxGoKP-BnRIOCv2m2SVWxLdD3BDRiOZ4,94732.44,https://www.adzuna.com/land/ad/5834698870?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=97BC2ADB8A41288305DDD9A74DF5018F9F94302B,5834698870,1,Travel CT Technologist,94732.44,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Washington', 'Kitsap County', 'Olympic View']",Adzuna::API::Response::Location,"Olympic View, Kitsap County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in White Plains, New York Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in White Plains, New York. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist …",41.031929,2026-08-09T09:32:26Z,-73.765145,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODk0MiIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.FHmjhYuCBXLi794mmM8Su3oKTMcdXzyYVO5zmpvrIgk,105605.61,https://www.adzuna.com/land/ad/5834698942?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=A46B5041501B316980E0E7B54BB42C924A72A633,5834698942,1,Travel CT Technologist,105605.61,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'New York', 'Westchester County', 'White Plains']",Adzuna::API::Response::Location,"White Plains, Westchester County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Pittsburgh, Pennsylvania Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Pittsburgh, Pennsylvania. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technolog…",40.445052,2026-08-09T09:32:26Z,-79.978494,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODgzMyIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.DRXkwn5W6vjT0-bWbdwvawMovMsD9ctSfllHWWWEmGY,86662.93,https://www.adzuna.com/land/ad/5834698833?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=ABF48B1CEEFE4C3F61392D6E6FC2BC645967D082,5834698833,1,Travel CT Technologist,86662.93,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']",Adzuna::API::Response::Location,"Pittsburgh, Allegheny County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Atlanta, Georgia Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Atlanta, Georgia. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiol…",33.61,2026-08-09T09:32:26Z,-84.367,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4OTMwIn0.I7WIy8XFe3Y38HPDaFChn0JRmWRp9tVJ6VT39XB4a6E,75240.3,https://www.adzuna.com/land/ad/5834698930?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=A41E21EB3D3A8DBDB47B9CE807E8D9E2539D6DD0,5834698930,1,Travel CT Technologist,75240.3,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Georgia', 'Clayton County', 'Forest']",Adzuna::API::Response::Location,"Forest, Clayton County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in coon Rapids, Minnesota Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in coon Rapids, Minnesota. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist …",45.16494,2026-08-09T09:32:26Z,-93.32034,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4OTM4In0.DmjCyuZwg7YWbxIdrpwH5VNtN5fbEwqTPvNvBZxBNSE,93648.42,https://www.adzuna.com/land/ad/5834698938?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=A2287678735A3A2F06DE2DA39B98078700BE1F57,5834698938,1,Travel CT Technologist,93648.42,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Minnesota', 'Anoka County', 'Coon Rapids']",Adzuna::API::Response::Location,"Coon Rapids, Anoka County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Gilbert, Arizona Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Gilbert, Arizona. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiol…",33.3604,2026-08-09T09:32:26Z,-111.7497,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODkwNyIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.Acf0-lfPpXkkSByjsE2tTc1u2Xjy4EeJYtgJT-qBBp8,103056.59,https://www.adzuna.com/land/ad/5834698907?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=0B3B6FF4692BE607E582FDA6E2C75FF57230F051,5834698907,1,Travel CT Technologist,103056.59,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Arizona', 'Maricopa County', 'Higley']",Adzuna::API::Response::Location,"Higley, Maricopa County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Sioux Falls, South Dakota Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Sioux Falls, South Dakota. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technol…",43.523466,2026-08-09T09:32:26Z,-96.731626,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4OTQ1In0.jaa_xMDPmqx5KCUmpbSHlHh2b9Fwv-3n2jp0Iv59jE0,92420.4,https://www.adzuna.com/land/ad/5834698945?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=F6AE207FCEC0925E529591229C196E6CFE0BD584,5834698945,1,Travel CT Technologist,92420.4,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'South Dakota', 'Minnehaha County', 'Sioux Falls']",Adzuna::API::Response::Location,"Sioux Falls, Minnehaha County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Atlanta, Georgia Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Atlanta, Georgia. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiol…",33.9311,2026-08-09T09:32:26Z,-84.2777,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4OTIwIn0.nRL2NGdHL-dmnjoa8aHko6zZEJzZDKDG9CPpsIufiUg,85729.85,https://www.adzuna.com/land/ad/5834698920?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=15433FA9348C642969AEC3C2FE1DC9219B8D0BAA,5834698920,1,Travel CT Technologist,85729.85,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Georgia', 'DeKalb County', 'Winters Chapel']",Adzuna::API::Response::Location,"Winters Chapel, DeKalb County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Lewiston, Idaho Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 12-week travel assignment in Lewiston, Idaho. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiolog…",46.391549,2026-08-09T09:32:26Z,-116.98701,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODg4OSIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.36PzfJhlf-Lp0AkU5h-vGF0hX0xXFKeUWmvvVfiXlro,102000.11,https://www.adzuna.com/land/ad/5834698889?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=EAFFE5A47F675F2922F85864D41E7708EFFB933F,5834698889,1,Travel CT Technologist,102000.11,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Idaho', 'Nez Perce County', 'Lewiston']",Adzuna::API::Response::Location,"Lewiston, Nez Perce County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in St. Louis, Missouri Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in St. Louis, Missouri. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid …",38.621762,2026-08-09T09:32:26Z,-90.260958,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODcyIn0.8QK5WBIRNKsMtKIcqKSkCeusPXo45C8xeNnbqrbVDgI,98350.61,https://www.adzuna.com/land/ad/5834698872?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=ECB6AC647B5BAC27E31655FAF3402ADEB30CED55,5834698872,1,Travel CT Technologist,98350.61,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Missouri', 'Saint Louis County', 'Manchester']",Adzuna::API::Response::Location,"Manchester, Saint Louis County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Uniontown, Pennsylvania Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Uniontown, Pennsylvania. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologis…",39.86496,2026-08-09T09:32:26Z,-79.75938,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODM4In0.feWW27gOEDitzwIuh_oAVSzC5wcqdEikXUTbC3rNuHw,90864.34,https://www.adzuna.com/land/ad/5834698838?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=D8EF71F89E672DAFCCC92D4A641065705AA20E5A,5834698838,1,Travel CT Technologist,90864.34,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Pennsylvania', 'Fayette County', 'Oliphant Furnace']",Adzuna::API::Response::Location,"Oliphant Furnace, Fayette County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Fort Walton Beach, Florida Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Fort Walton Beach, Florida. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Techn…",30.447321,2026-08-09T09:32:26Z,-86.623732,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODkxNiIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.diW4itHRkIM10LQYevSZyFxxGdFreWI5p9Bd-byo8Fs,121563.59,https://www.adzuna.com/land/ad/5834698916?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=21EEAB5AF7EDB39DFFFA02B557826909DAC2FC88,5834698916,1,Travel CT Technologist,121563.59,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Florida', 'Okaloosa County', 'Fort Walton Beach']",Adzuna::API::Response::Location,"Fort Walton Beach, Okaloosa County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Salinas, California Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Salinas, California. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid …",36.667813,2026-08-09T09:32:26Z,-121.65606,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODc5NiIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.isjCulfu9DCFaiTwH6vVOmxpqKQXjilz_S9FdHL27yM,96291.91,https://www.adzuna.com/land/ad/5834698796?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=71F7857798926AEA9705754D21E2C3776B4C93D3,5834698796,1,Travel CT Technologist,96291.91,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'California', 'Monterey County', 'Salinas']",Adzuna::API::Response::Location,"Salinas, Monterey County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Orange Park, Florida Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 12-week travel assignment in Orange Park, Florida. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Vali…",30.172209,2026-08-09T09:32:26Z,-81.74405,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4OTQ2In0.prqZRrRvW8QWigeHuGD0j5DLdO7ei2uF2N7RjVG6xak,83196.25,https://www.adzuna.com/land/ad/5834698946?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=45E42B09C8008D6D75F53465E48403B52B7FD217,5834698946,1,Travel CT Technologist,83196.25,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Florida', 'Clay County', 'Orange Park']",Adzuna::API::Response::Location,"Orange Park, Clay County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Laredo, Texas Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Laredo, Texas. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiology li…",27.548878,2026-08-09T09:32:26Z,-99.491162,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4Nzk4In0.0Tn69Sw-_nsVrHv_6mJm7Fk1dsrgBkGCbisi_fdfFXg,88260.86,https://www.adzuna.com/land/ad/5834698798?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=3E72C36B663F698E470795D7DA556337B4794200,5834698798,1,Travel CT Technologist,88260.86,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Texas', 'Webb County', 'Laredo']",Adzuna::API::Response::Location,"Laredo, Webb County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Monroe, Washington Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Monroe, Washington. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Ra…",47.857001,2026-08-09T09:32:26Z,-121.961429,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNDY5ODkxNyIsInMiOiJwSnoyNHZtVDhSRzlrczIzam5sbnNBIn0.3USfAz52nsYFhpUkkVFEq-Eqs16REFFr9vjBSN1psvA,97183.29,https://www.adzuna.com/land/ad/5834698917?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=C2555825EBE2D2382CD402AA64383D40C627AC69,5834698917,1,Travel CT Technologist,97183.29,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Washington', 'Snohomish County', 'Novelty']",Adzuna::API::Response::Location,"Novelty, Snohomish County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Greenwich, Connecticut Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Greenwich, Connecticut. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist …",41.03547,2026-08-09T09:32:26Z,-73.628554,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODQwIn0.MP8_1bwR5YwXeiELFYX1h77OyFlr2WwW49SZUJjKo8g,101304.93,https://www.adzuna.com/land/ad/5834698840?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=9221404FA8A3530A753ECCD36584EE1B5E1B38BE,5834698840,1,Travel CT Technologist,101304.93,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Connecticut', 'Fairfield County', 'Belle Haven']",Adzuna::API::Response::Location,"Belle Haven, Fairfield County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
"Travel CT Tech Company: Fusion Medical Staffing Location: Facility in Augusta, Georgia Job Details Fusion Medical Staffing is seeking a skilled CT Tech for a 13-week travel assignment in Augusta, Georgia. As a member of our team, you'll have the opportunity to make a positive impact on the lives of patients while enjoying competitive pay, comprehensive benefits, and the support of a dedicated clinical team. Required Qualifications: One year of recent experience as a CT Technologist Valid Radiol…",33.478678,2026-08-09T09:32:26Z,-82.068491,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEp6MjR2bVQ4Ukc5a3MyM2pubG5zQSIsImkiOiI1ODM0Njk4ODI1In0.tvneI9v0Y_xWPvtt6xWqM1JPoa0PgUyudT1rRO40dUY,98602.3,https://www.adzuna.com/land/ad/5834698825?se=pJz24vmT8RG9ks23jnlnsA&utm_medium=api&utm_source=abfa41a4&v=28220ED05CA7125A170947736AF510797E55D887,5834698825,1,Travel CT Technologist,98602.3,Adzuna::API::Response::Company,Fusion Medical Staffing,"['US', 'Georgia', 'Columbia County', 'Martinez']",Adzuna::API::Response::Location,"Martinez, Columbia County",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,,
