description,created,__CLASS__,id,salary_is_predicted,title,latitude,salary_max,adref,redirect_url,salary_min,longitude,location.area,location.display_name,location.__CLASS__,company.display_name,company.__CLASS__,category.tag,category.__CLASS__,category.label,contract_time,contract_type
"J.B. Hunt is hiring local CDL-A last mile drivers! Become a J.B. Hunt Final Mile Services driver and start enjoying the stability and consistency of one of the country's premier last mile delivery providers. Job Details: New hire training: $28 Per Hour Safety training: $20 per hour Holiday pay: $28 per hour for 8 hours Average $80,000 a year Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental …",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771307,1,Local Truck Driver,38.484098,64198.65,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTMwNyIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.fAi87i7CM-c6cMx6nZta5ousXl6cyOZqJ_9H2vFFW8Y,https://www.adzuna.com/details/5875771307?utm_medium=api&utm_source=abfa41a4,64198.65,-121.398884,"['US', 'California', 'Sacramento County', 'Florin']","Florin, Sacramento County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $70,500 per year Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options Acce…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771382,1,Local Truck Driver,29.91891,63303.96,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMzgyIn0.HdRy9jPmAzhxveyiGj4bA-yU1MD5_xYA5FsE_JuW2U8,https://www.adzuna.com/details/5875771382?utm_medium=api&utm_source=abfa41a4,63303.96,-95.49117,"['US', 'Texas', 'Harris County', 'Houston', 'Willowood']","Willowood, Houston",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $75,000 per year $1,200 minimum weekly pay guarantee for the first eight weeks Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision cov…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771356,1,Local Truck Driver,34.125268,64278.23,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTM1NiIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.--xy3dr7Kovlj1EVVDr54sLIOr18M-aBqMKtjMcPvbI,https://www.adzuna.com/details/5875771356?utm_medium=api&utm_source=abfa41a4,64278.23,-94.021185,"['US', 'Arkansas', 'Howard County', 'Dierks']","Dierks, Howard County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $78,5000 per year $1,500 Per Week minimum weekly pay guarantee for the first 3 weeks Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and visi…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771314,1,Local Truck Driver,30.753316,62051.79,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMzE0In0.5PIj-pi6isANjywOVZsxz5lTrhj1RyPFF1xlHOu7hQs,https://www.adzuna.com/details/5875771314?utm_medium=api&utm_source=abfa41a4,62051.79,-83.350791,"['US', 'Georgia', 'Lowndes County', 'Valdosta']","Valdosta, Lowndes County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $75,000 per year Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options Acce…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771338,1,Local Truck Driver,30.32332,66303.27,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMzM4In0.FnUOr9rmE-7OxdHg0Hnn1l9iMgHkVT8rxJEvRZo7XqI,https://www.adzuna.com/details/5875771338?utm_medium=api&utm_source=abfa41a4,66303.27,-95.471373,"['US', 'Texas', 'Montgomery County', 'Conroe']","Conroe, Montgomery County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Job Details: Daily pay: $235-$290 per day Potential safety bonus: $125 per week Spotting pay: $50 per day Safety training pay: $20 per hour New hire training pay: $200 per day Holiday pay: $20…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771383,1,Local Truck Driver,41.513984,74662.74,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTM4MyIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.U4har-BPoOnY5iIWOn_exbNOnPXHocQxVG0-yzp0grM,https://www.adzuna.com/details/5875771383?utm_medium=api&utm_source=abfa41a4,74662.74,-88.110025,"['US', 'Illinois', 'Will County', 'Rockdale']","Rockdale, Will County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $70,000 per year $1,200 minimum weekly pay guarantee for the first eight weeks Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision cov…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771378,1,Local Truck Driver,35.771968,80744.77,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMzc4In0.KNVBjrbSQnRVuvgoWyvPxyT44rTuwO8Cm0iNFJuZ60Q,https://www.adzuna.com/details/5875771378?utm_medium=api&utm_source=abfa41a4,80744.77,-91.637407,"['US', 'Arkansas', 'Independence County', 'Batesville']","Batesville, Independence County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $75,000 per year Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options Acce…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771351,1,Local Truck Driver,33.791651,73410.7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMzUxIn0.LoZejwEDcklE-weKYwaJO-VzwpTqtb3I0CdDtqG5k-A,https://www.adzuna.com/details/5875771351?utm_medium=api&utm_source=abfa41a4,73410.7,-84.200628,"['US', 'Georgia', 'DeKalb County', 'Pine Lake']","Pine Lake, DeKalb County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $70,000 per year Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options Acce…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771379,1,Local Truck Driver,35.054045,60709.3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMzc5In0.HVvEcqAqtOhxeb8QVfldLm6K5DhePg4ftlKee_0DsRI,https://www.adzuna.com/details/5875771379?utm_medium=api&utm_source=abfa41a4,60709.3,-93.38235,"['US', 'Arkansas', 'Yell County', 'Danville']","Danville, Yell County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Drivers in this position over the last six to twelve months have achieved annualized earnings of $76,000. Job Details: $0.72-$0.76 per mile Stop pay: $6 per stop Additional stop pay: $10-$20 D…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771334,1,Local Truck Driver,41.513984,80088.98,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTMzNCIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.q7l5Snrj3v_3oBhaR1i0JR6ri6U1rKM1MafDeVIPBoE,https://www.adzuna.com/details/5875771334?utm_medium=api&utm_source=abfa41a4,80088.98,-88.110025,"['US', 'Illinois', 'Will County', 'Rockdale']","Rockdale, Will County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $75,000 per year Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options Acce…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771354,1,Local Truck Driver,34.936237,75065.63,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTM1NCIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.J57As05Cq4qhNwjMKGDHFWVVuiZcbc5RQDfCJ5uQtXI,https://www.adzuna.com/details/5875771354?utm_medium=api&utm_source=abfa41a4,75065.63,-79.76087,"['US', 'North Carolina', 'Richmond County', 'Rockingham']","Rockingham, Richmond County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Job Details: $0.63-$0.65 per mile Live stop pay: $30 per stop Drop & hook pay: $30 per stop Detention pay: $20 per hour after 2 hours Holiday pay: $200 per day Safety training pay: $20 per hou…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771352,1,Local Truck Driver,38.809813,78464.53,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTM1MiIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.PYD8VpqAvhWnchz_sLfrrZ2LwSefIEiTRtbb4J0wBrM,https://www.adzuna.com/details/5875771352?utm_medium=api&utm_source=abfa41a4,78464.53,-89.952239,"['US', 'Illinois', 'Madison County', 'Edwardsville']","Edwardsville, Madison County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is paid an hourly rate for all hours worked $29 per hour Holiday pay per day: $232 Safety training: $20 per hour New hire training period: $29 per hour Drivers in this position over the last six to twelve months have averaged annualized earnings of $72,616 Daily home time Onsite ma…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771363,1,Local Truck Driver,33.946466,58320.29,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTM2MyIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0._D5tFuymKdFjJJgpqt6Kj_bWAAvKbggrh9614A2rGl8,https://www.adzuna.com/details/5875771363?utm_medium=api&utm_source=abfa41a4,58320.29,-118.084659,"['US', 'California', 'Los Angeles County', 'Santa Fe Springs']","Santa Fe Springs, Los Angeles County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $73,820 per year Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options Acce…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771361,1,Local Truck Driver,33.38592,61172.9,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTM2MSIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.YwMKS06VGqGMAmi2qPrphEeRTJkFYEbYY-jo0OVqlSQ,https://www.adzuna.com/details/5875771361?utm_medium=api&utm_source=abfa41a4,61172.9,-84.8595,"['US', 'Georgia', 'Coweta County', 'Newnan']","Newnan, Coweta County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $75,000 per year Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options Acce…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771349,1,Local Truck Driver,36.252674,63360.37,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMzQ5In0.aMy3D6IhFt8u8MCEevKC0gfBRbNI5tcDXueXSinaKXg,https://www.adzuna.com/details/5875771349?utm_medium=api&utm_source=abfa41a4,63360.37,-94.119329,"['US', 'Arkansas', 'Benton County', 'Lowell']","Lowell, Benton County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and strong work ethic. Job Details: $0.69-$0.73 per mile Stop pay: $35 per stop Detention pay: $20 per hour Drop and hook pay: $13-$15 per stop Unload pay: $20 per hour Miscellaneous Pay: $15 per hour Off account work…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771342,1,Local Truck Driver,40.546032,71676.57,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTM0MiIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.j--OzTbaYiOdkpKMaZ2IC1zPa9sqSMiJ9oXQ42XUKLw,https://www.adzuna.com/details/5875771342?utm_medium=api&utm_source=abfa41a4,71676.57,-75.635125,"['US', 'Pennsylvania', 'Lehigh County', 'Breinigsville']","Breinigsville, Lehigh County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $78,000 per year Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options Acce…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771320,1,Local Truck Driver,38.31036,87888.68,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMzIwIn0.hVOdhjo-NeOuCosQp5ewb3kLFwnHJIon8GXBq0OSK5Y,https://www.adzuna.com/details/5875771320?utm_medium=api&utm_source=abfa41a4,87888.68,-85.57716,"['US', 'Kentucky', 'Jefferson County', 'Ten Broeck']","Ten Broeck, Jefferson County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Job Details: $0.50-$0.54 per mile Stop pay: $16 per stop Detention pay: $15 per hour Canada load: $75 6th day bonus: $125 Miscellaneous hourly work: $20 per hour New hire training period: $225…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771358,1,Local Truck Driver,43.055947,65620.43,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMzU4In0.T9dWRNRvxV-oue5KieY8Xu85gPo4wPv-9scGNoJDZ04,https://www.adzuna.com/details/5875771358?utm_medium=api&utm_source=abfa41a4,65620.43,-78.858383,"['US', 'New York', 'Niagara County', 'North Tonawanda']","North Tonawanda, Niagara County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Job Details: $0.53 - $0.55 per mile Stop pay: $35 per stop Detention pay: $20 per hour after 2 hours Tarping pay: $25 per load Miscellaneous hourly work: $15 per hour Spotting pay: $20 - $30 p…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771321,1,Local Truck Driver,41.332963,84889.27,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTMyMSIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.-2SgZD0QRMMGnUWH9nK4I7SpogrDNiSCodg_GPlBhZg,https://www.adzuna.com/details/5875771321?utm_medium=api&utm_source=abfa41a4,84889.27,-89.12642,"['US', 'Illinois', 'LaSalle County', 'Peru']","Peru, LaSalle County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"J.B. Hunt is hiring local CDL-A last mile drivers! Become a J.B. Hunt Final Mile Services driver and start enjoying the stability and consistency of one of the country's premier last mile delivery providers. Job Details: Average $72,853 per year Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Parental leave, adoption assistance and family planning ben…",2026-09-08T12:24:14Z,Adzuna::API::Response::Job,5875771362,1,Local Truck Driver,33.457911,68308.22,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTM2MiIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.ZBeeuZxt3ss4l8ciEfqGdAD_OOzcZhWoFSt9i3wv3ko,https://www.adzuna.com/details/5875771362?utm_medium=api&utm_source=abfa41a4,68308.22,-112.124813,"['US', 'Arizona', 'Maricopa County', 'Phoenix']","Phoenix, Maricopa County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and a strong work ethic. Job Details: $0.60 per mile Safety training: $20 per hour Stop pay: $28 per stop New Hire Training: $300 per day Holiday pay: $250 per day Off Account Pay: $325-$350 per day Drivers in this po…",2026-09-08T12:24:13Z,Adzuna::API::Response::Job,5875771258,1,Local Truck Driver,39.2031,89102.02,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMjU4In0.oLeR5V2oA55bOTFNo8BFmJUwWuUP7NGbGkjotypwtPE,https://www.adzuna.com/details/5875771258?utm_medium=api&utm_source=abfa41a4,89102.02,-76.7531,"['US', 'Maryland', 'Anne Arundel County', 'Hanover']","Hanover, Anne Arundel County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: Average $80,000 per year Safety bonus opportunities Daily home time Onsite management Paid online orientation Driver Benefits: PTO accrues from day one 401(k) with company match Eligible for medical, dental and vision coverage after just 30 days Access to life insurance options Acce…",2026-09-08T12:24:13Z,Adzuna::API::Response::Job,5875771303,1,Local Truck Driver,38.932251,81387.37,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMzAzIn0.FW9xwIQQV0tfbn_kHAbCQUTdTFa8S8wKgaFUvM4MfeQ,https://www.adzuna.com/details/5875771303?utm_medium=api&utm_source=abfa41a4,81387.37,-92.302776,"['US', 'Missouri', 'Boone County', 'Pierpont']","Pierpont, Boone County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. Job Details: $30 per hour Overtime hourly work: $45 per hour Training pay: $30 per hour Holiday pay: $200 per day Drivers in this position over the last six to twelve months have achieved annualized earnings of $87,000 Daily home time Onsite management Paid online orientation Driver Benefits: PT…",2026-09-08T12:24:13Z,Adzuna::API::Response::Job,5875771275,1,Local Truck Driver,45.117641,65693.82,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQWtWdDVhaXI4Ukc1SjV3QWp4dGlTUSIsImkiOiI1ODc1NzcxMjc1In0.Gq7UGhP749uFwXs90EwlIpTnGDcpvPDv9AVWwpsS0tQ,https://www.adzuna.com/details/5875771275?utm_medium=api&utm_source=abfa41a4,65693.82,-95.041841,"['US', 'Minnesota', 'Kandiyohi County', 'Willmar']","Willmar, Kandiyohi County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"Looking for dedicated truck driving jobs? J.B. Hunt is hiring local CDL-A drivers! Become a Dedicated Contract Services driver and start enjoying consistent freight and deliveries for a single customer. This position is an activity-based pay plan that encourages safety, efficiency and strong work ethic. Drivers in this position over the last six to twelve months have achieved annualized earnings of $85,000. Job Details: $0.59-$0.63 per mile Stop pay: $38 per stop Drop and hook pay: $18 per stop…",2026-09-08T12:24:13Z,Adzuna::API::Response::Job,5875771286,1,Local Truck Driver,45.589926,74319.34,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTI4NiIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.Son1Op8WpnrnDYlZFjf6HvUhm7lj0C_GA9TC8HMpAEo,https://www.adzuna.com/details/5875771286?utm_medium=api&utm_source=abfa41a4,74319.34,-122.739019,"['US', 'Oregon', 'Washington County', 'Forest Heights']","Forest Heights, Washington County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
"J.B. Hunt is hiring CDL-A drivers for yard jockey jobs! Oversee daily operation of the yard, including acting as spotter, daily yard checks, coordinating trailer repairs and inventorying trailer equipment. Drivers in this role are full-time company drivers, which means you can enjoy all the benefits of driving with an industry leader! Job Details: Average $70,500 per year! $2,000 sign on bonus for a limited time! Consistent home time Onsite management Paid online orientation Driver Benefits: ??…",2026-09-08T12:24:13Z,Adzuna::API::Response::Job,5875771249,1,Local Truck Driver,36.182331,69865.11,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTI0OSIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.3IABJruWibVykJphraUBE_v0-vIunxWsCqiP4YA-hkY,https://www.adzuna.com/details/5875771249?utm_medium=api&utm_source=abfa41a4,69865.11,-94.524552,"['US', 'Arkansas', 'Benton County', 'Siloam Springs']","Siloam Springs, Benton County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,full_time,contract
"Are you a new CDL graduate looking for truck driver training? Drive with J.B. Hunt's Apprenticeship Program and receive on-the-job training and experience with an industry leader. Drivers in this program work with an experienced J.B. Hunt driver trainer for six weeks before transitioning to a full-time driving position upon successful completion. This position is an activity-based pay plan that encourages safety, efficiency and strong work ethic. Job Details: Drivers will be paid $200 per day d…",2026-09-08T12:24:13Z,Adzuna::API::Response::Job,5875771261,1,Local Truck Driver,47.193104,87106.14,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3NTc3MTI2MSIsInMiOiJBa1Z0NWFpcjhSRzVKNXdBanh0aVNRIn0.pBanoJai8ywAbDinfftB2fn4LJp3spyoGnucaWTsZ1Y,https://www.adzuna.com/details/5875771261?utm_medium=api&utm_source=abfa41a4,87106.14,-122.318858,"['US', 'Washington', 'Pierce County', 'Puyallup']","Puyallup, Pierce County",Adzuna::API::Response::Location,J.B. Hunt Transport,Adzuna::API::Response::Company,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,full_time,contract
