description,adref,latitude,created,id,longitude,__CLASS__,salary_min,salary_is_predicted,title,salary_max,redirect_url,category.tag,category.label,category.__CLASS__,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,contract_time,contract_type
"Job Description Job Description For faster responses, call or text Jason at (214) 604-3951 . Join our Growing team in DALLAS TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned Porsche technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a Porsche Master Technician to join our elite team. If you specialize in Porsche and are passionate about precisio…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS0VqeVE3bW44UkctZEo1NnNwUDhhdyIsImkiOiI1ODY5NDI0MTg3In0.VL_JHOZyFs2ntTbNUM2Q69IUS1KSa5vo9JPm_SigZI0,48.396978,2026-09-03T12:55:18Z,5869424187,-122.358748,Adzuna::API::Response::Job,66683.69,1,Mount Vernon City Porsche Master Technician $50-$65 an hr - Relocation assistance,66683.69,https://www.adzuna.com/land/ad/5869424187?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=C7BB6FEFCCE694A8DFC1FBFB9A5C4273CEBBE47A,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'Washington', 'Skagit County', 'Mount Vernon']",Adzuna::API::Response::Location,"Mount Vernon, Skagit County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description Our shop is located in GARLAND TX. For faster responses, call or text Jason at (214) 604-3951 . Join our Growing team in GARLAND TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned AUDI Master Guild Technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a AUDI Master Guild Technician to join our elite team. If you specia…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE4OSIsInMiOiJLRWp5UTdtbjhSRy1kSjU2c3BQOGF3In0.BFNDWQxwTdDYJYSVd5zP87hzv9t__-vJkXIP_H2IexQ,46.445242,2026-09-03T12:55:18Z,5869424189,-108.5418,Adzuna::API::Response::Job,61651.1,1,Roundup City Audi Master Guild Technician $50-$65 an hr - Relocation assistance,61651.1,https://www.adzuna.com/land/ad/5869424189?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=F7CAFEECF2DD116B3C3C28F312A48D16E3EC7D7B,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'Montana', 'Musselshell County', 'Roundup']",Adzuna::API::Response::Location,"Roundup, Musselshell County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description For faster responses, call or text Jason at (214) 604-3951 . Join our Growing team in DALLAS TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned Porsche technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a Porsche Master Technician to join our elite team. If you specialize in Porsche and are passionate about precisio…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE4MyIsInMiOiJLRWp5UTdtbjhSRy1kSjU2c3BQOGF3In0.9KhEiYmx0Cxvi2k5ihRZ-z4HVYIgg44CQz3-DoEMVn4,39.77745,2026-09-03T12:55:18Z,5869424183,-86.109012,Adzuna::API::Response::Job,58151.23,1,Indianapolis City Porsche Master Technician $50-$65 an hr - Relocation assistance,58151.23,https://www.adzuna.com/land/ad/5869424183?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=2918AE05181BD14973988F4D6E10E8EA73B2FCA7,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'Indiana', 'Marion County', 'Indianapolis']",Adzuna::API::Response::Location,"Indianapolis, Marion County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description Our shop is located in GARLAND TX. For faster responses, call or text Jason at (214) 604-3951 . Join our Growing team in GARLAND TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned AUDI Master Guild Technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a AUDI Master Guild Technician to join our elite team. If you specia…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE5MSIsInMiOiJLRWp5UTdtbjhSRy1kSjU2c3BQOGF3In0.-Wok4YUCd-8ncnwQKLEx_rDGYJ6-R3mLTT0xyJO33Ug,42.60122,2026-09-03T12:55:18Z,5869424191,-123.590778,Adzuna::API::Response::Job,63819.2,1,Grants Pass City Audi Master Guild Technician $50-$65 an hr - Relocation assistance,63819.2,https://www.adzuna.com/land/ad/5869424191?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=30B3CF835AC0978D17B71125DBBBFF1E47725663,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'Oregon', 'Josephine County', 'Grants Pass']",Adzuna::API::Response::Location,"Grants Pass, Josephine County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description For faster responses, call or text Jason at (214) 604-3951 . Join our Growing team in DALLAS TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned Porsche technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a Porsche Master Technician to join our elite team. If you specialize in Porsche and are passionate about precisio…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDIwMyIsInMiOiJLRWp5UTdtbjhSRy1kSjU2c3BQOGF3In0.CPG-PhMahAY-ezR35khu3z38avC3LUmdBrJBGXPhM8Q,28.060015,2026-09-03T12:55:18Z,5869424203,-80.621591,Adzuna::API::Response::Job,75731.33,1,Melbourne City Porsche Master Technician $50-$65 an hr - Relocation assistance,75731.33,https://www.adzuna.com/land/ad/5869424203?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=E7A62B5166DFA50709C775C45CD57F37D1BBB50E,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'Florida', 'Brevard County', 'Melbourne']",Adzuna::API::Response::Location,"Melbourne, Brevard County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description About Center for Family Medicine: At CFM it starts with the best care. We pride ourselves on delivering the most up to date medical treatments while treating every patient with kindness and respect. We also offer a wide array of convenient and helpful services. From the baby of your family to your eldest member, we make sure you’ll always feel good about visiting the Center For Family Medicine. As the home to the Sioux Falls Family Medicine Residency program, our…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE2OCIsInMiOiJLRWp5UTdtbjhSRy1kSjU2c3BQOGF3In0.jxlzMo44KP399nx7EAwkjJXStKZSrDZL34HiJPEcPdw,43.542656,2026-09-03T12:55:18Z,5869424168,-96.690546,Adzuna::API::Response::Job,64263.27,1,"Part-Time Clinical Lab Tech *No Nights, No Weekends*",64263.27,https://www.adzuna.com/land/ad/5869424168?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=7A0846B9EB1F5244A844DDADC360CCBB0CEC5C5E,part-time-jobs,Part time Jobs,Adzuna::API::Response::Category,"['US', 'South Dakota', 'Minnehaha County', 'Sioux Falls']",Adzuna::API::Response::Location,"Sioux Falls, Minnehaha County",Center for Family Medicine,Adzuna::API::Response::Company,,
"Job Description Job Description How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people'…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS0VqeVE3bW44UkctZEo1NnNwUDhhdyIsImkiOiI1ODY5NDI0MTc1In0.1YVjjK2aeRhNDpnEVH-4ih5cgx5lxQyICncalGZWtes,33.292643,2026-09-03T12:55:18Z,5869424175,-82.20151,Adzuna::API::Response::Job,69499.61,1,CT Technologist Nights,69499.61,https://www.adzuna.com/land/ad/5869424175?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=605D84066F2CBEE53543D4E3713F9ECEAD2856B3,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'Richmond County', 'Blythe']",Adzuna::API::Response::Location,"Blythe, Richmond County",WellStar,Adzuna::API::Response::Company,,
"Job Description Job Description Experienced HVAC Service Technician (2–4 Years Experience) Comfort Experts | DFW Metroplex, TX Pay: $50,000–$100,000 per year (Base Pay  Performance Bonuses) Job Type: Full-Time Join an Award-Winning Team That's Built Careers Since 1962 Are you an experienced HVAC Service Technician looking for more than just another job? At Comfort Experts, we believe great technicians deserve a great company. Since 1962, we've built one of the most respected residential HVAC co…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE3OCIsInMiOiJLRWp5UTdtbjhSRy1kSjU2c3BQOGF3In0.IJeBzkSkhclRs1NDyFlh3uO_eH8kLVAOJgVb3vV_928,32.838076,2026-09-03T12:55:18Z,5869424178,-97.691692,Adzuna::API::Response::Job,73962.7,1,Experienced HVAC Tech 2-4 years,73962.7,https://www.adzuna.com/land/ad/5869424178?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=44842F8E047FAD77AEC34D9AC0D8A0F30A64508A,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Parmer County', 'Weatherford']",Adzuna::API::Response::Location,"Weatherford, Parmer County","Hobson Air Conditioning, Inc",Adzuna::API::Response::Company,,
"Job Description Job Description For faster responses, call or text Jason at (214) 604-3951 . Join our Growing team in DALLAS TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned Porsche technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a Porsche Master Technician to join our elite team. If you specialize in Porsche and are passionate about precisio…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDIwNiIsInMiOiJLRWp5UTdtbjhSRy1kSjU2c3BQOGF3In0.SYj6VvT_PCjR6kabWp97imqqQxpHey21b7M-Cug77G8,36.255354,2026-09-03T12:55:18Z,5869424206,-94.130759,Adzuna::API::Response::Job,61303.02,1,Lowell City Porsche Master Technician $50-$65 an hr - Relocation assistance,61303.02,https://www.adzuna.com/land/ad/5869424206?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=D65AF28F49D0023EF47F92816B49289635105A00,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'Arkansas', 'Benton County', 'Lowell']",Adzuna::API::Response::Location,"Lowell, Benton County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description Trucent, Inc. is a global leader in fluid recovery and regeneration solutions helping manufacturers and producers achieve operational excellence by incorporating sustainable processes. We are committed to demonstrating leading-edge sustainable solutions and approaches to industrial production and materials management. Our customer-centric solutions include Fluid Separation for Metalworking and Manufacturing, Industrial Fluid Control, Plant Process Optimization, C…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE2NiIsInMiOiJLRWp5UTdtbjhSRy1kSjU2c3BQOGF3In0.i0-3NM81wc4gy2rWDw7oSpkMsuZ5TjRm4dyU4X0_KfQ,40.869493,2026-09-03T12:55:18Z,5869424166,-84.584122,Adzuna::API::Response::Job,39888.16,1,Maintenance Technician,39888.16,https://www.adzuna.com/land/ad/5869424166?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=E772D92A6FE706FFD54E1DC6984D7E31FB23BAE2,energy-oil-gas-jobs,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,"['US', 'Ohio', 'Van Wert County', 'Van Wert']",Adzuna::API::Response::Location,"Van Wert, Van Wert County",TRUCENT INC,Adzuna::API::Response::Company,,
"Job Description Job Description Do you get excited when figuring out how things work? Do you love the challenge of troubleshooting something that’s broken? Would you like to have a part in improving the home life of families in your community? If so, we are looking for you! Mr. Appliance is looking for Appliance Repair Technicians. Apply today! If you value working with people you actually like, having fun while you work, and protecting your free time, this is the place for you. You’ll enjoy wo…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE5NiIsInMiOiJLRWp5UTdtbjhSRy1kSjU2c3BQOGF3In0.ztk_UZfaXXbyCNO91aTfAUn0oM3pXINTai9s_kMtNmI,42.665197,2026-09-03T12:55:18Z,5869424196,-82.928643,Adzuna::API::Response::Job,53591.35,1,Appliance Repair Specialist,53591.35,https://www.adzuna.com/land/ad/5869424196?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=7C300733280F6A86F6511EA9AF711FF5773309BF,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'Michigan', 'Macomb County', 'Macomb']",Adzuna::API::Response::Location,"Macomb, Macomb County",Mr. Appliance of St. Clair County/ Macomb County,Adzuna::API::Response::Company,,
"Job Description Job Description How would you like to work in a place where your contributions and ideas are valued? A place where you can serve with compassion, pursue excellence and honor every voice? At Wellstar, our mission is simple, yet powerful: to enhance the health and well-being of every person we serve. We are proud to have become a shining example of what's possible when the brightest professionals dedicate themselves to making a difference in the healthcare industry, and in people'…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE3MyIsInMiOiJLRWp5UTdtbjhSRy1kSjU2c3BQOGF3In0.xIQNU4g_uAxZVf85YTDASXUXl1uMSoI0InaBuIQUyRQ,33.755711,2026-09-03T12:55:18Z,5869424173,-84.388372,Adzuna::API::Response::Job,76841.22,1,CT Technologist - Float Team (Region Two),76841.22,https://www.adzuna.com/land/ad/5869424173?se=KEjyQ7mn8RG-dJ56spP8aw&utm_medium=api&utm_source=abfa41a4&v=727BE32101ABA6EF279DBC06120031BE1F303A11,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'Fulton County', 'Atlanta']",Adzuna::API::Response::Location,"Atlanta, Fulton County",WellStar,Adzuna::API::Response::Company,,
"Job Description Job Description Join the JP Euro Team – Where Passion Meets Performance! ?? ?? Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned European auto technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a Master European Auto Technician to join our elite team. Whether your expertise lies in BMW, Mercedes-Benz, Porsche, Audi, Volkswagen, Land Rover, Jaguar , or another European brand – we want t…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE3OSIsInMiOiJqQVBSUmJtbjhSR0ZROHI3Y21KSXNRIn0.JVUjh76O_3QedGOkab3a6FqkC8bS9FTkKXyD9Jw4v90,31.46239,2026-09-03T12:55:18Z,5869424179,-97.195838,Adzuna::API::Response::Job,104000.0,0,Hewitt European Master Auto Technician: Range Rover $50 - $60 an hour - NO WEEKENDS,124800.0,https://www.adzuna.com/land/ad/5869424179?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=A11B166B43FAE2EA95CA634E0CFCC59E4D9B8A56,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'McLennan County', 'Hewitt']",Adzuna::API::Response::Location,"Hewitt, McLennan County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description Our shop is located in GARLAND TX. For faster responses, call or text Jason at (214) 604-3951 . Join our Growing team in GARLAND TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned AUDI Master Guild Technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a AUDI Master Guild Technician to join our elite team. If you specia…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDIxMSIsInMiOiJqQVBSUmJtbjhSR0ZROHI3Y21KSXNRIn0.yzXXEMTPaCrmsNPZABd52tFPDMTdEBMs2YCU3u5peTM,34.736449,2026-09-03T12:55:18Z,5869424211,-86.550165,Adzuna::API::Response::Job,58472.49,1,Huntsville City Audi Master Guild Technician $50-$65 an hr - Relocation assistance,58472.49,https://www.adzuna.com/land/ad/5869424211?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=668ED4F8760E06377FDFA9BD97CB082A87EDE842,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'Alabama', 'Madison County', 'Huntsville']",Adzuna::API::Response::Location,"Huntsville, Madison County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description Looking to TradeUP? Ridge Air in Panama City is now hiring for HVAC Installers! Ridge Air is growing—and we’re looking for skilled HVAC Install professionals who are ready to elevate their careers. If you’re committed to high-quality craftsmanship, exceptional customer experiences, and being part of a supportive, collaborative team, this is the opportunity for you. What You’ll Do • Execute high-quality HVAC installations that meet and exceed industry standards, e…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE3MiIsInMiOiJqQVBSUmJtbjhSR0ZROHI3Y21KSXNRIn0.A6Lc_AZDM_rHbcGRDv2miDv3-peoWVmGnlDrCORkv3E,30.162401,2026-09-03T12:55:18Z,5869424172,-85.6589,Adzuna::API::Response::Job,70864.83,1,HVAC Installer,70864.83,https://www.adzuna.com/land/ad/5869424172?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=F2C53D6890288F9D2AC95DB4278909338FD8DA0A,travel-jobs,Travel Jobs,Adzuna::API::Response::Category,"['US', 'Florida', 'Bay County', 'Panama City']",Adzuna::API::Response::Location,"Panama City, Bay County",Ridge Heating and Air,Adzuna::API::Response::Company,,
"Job Description Job Description Benefits/Perks Careers Advancement Opportunities Flexible Scheduling Competitive Compensation Job Summary We are looking for an Automotive Technician to join our successful Napa Autocare service center. As an Automotive Technician, you will be responsible for diagnosing and repairing vehicles. You must be comfortable using the Napa Tracs computer software and have extensive knowledge of vehicle systems. If you have a “never give up” attitude and are willing to pr…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiakFQUlJibW44UkdGUThyN2NtSklzUSIsImkiOiI1ODY5NDI0MTk4In0.NXV3OS4zitYRWenNGeGYs_TglLhl8ue49shcwIExl3k,35.952285,2026-09-03T12:55:18Z,5869424198,-86.669441,Adzuna::API::Response::Job,54418.79,1,Automotive Technician,54418.79,https://www.adzuna.com/land/ad/5869424198?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=9A4A2D299A22EDB2FD7AF335235316BF1A048F1C,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,"['US', 'Tennessee', 'Williamson County', 'Nolensville']",Adzuna::API::Response::Location,"Nolensville, Williamson County",Pattersons Precision Auto Repair,Adzuna::API::Response::Company,,
"Job Description Job Description Title: HVAC Installer Location: Utica Schedule: 4x10s, 7am-5pm Pay: $29-35hr Benefits Health Insurance (50% paid by employer) 401k with match PTO company van Job Duties Working foreman on commercial installs Drive to the shop each day and take the van out to job sites within 30miles of Utica hc258291",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiakFQUlJibW44UkdGUThyN2NtSklzUSIsImkiOiI1ODY5NDI0MTc2In0.wyAPObUxwAChw9u856b7IQGioW_EfH3gxP-jGrlTRyo,43.080883,2026-09-03T12:55:18Z,5869424176,-75.218735,Adzuna::API::Response::Job,68153.16,1,HVAC Installer,68153.16,https://www.adzuna.com/land/ad/5869424176?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=CDB072E99F33607E9E76E5A2728DA0AC54CCD29E,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,"['US', 'New York', 'Oneida County', 'Utica']",Adzuna::API::Response::Location,"Utica, Oneida County",Thirty Madison Ventures,Adzuna::API::Response::Company,,
"Job Description Job Description For faster responses, call or text Jason at (214) 604-3951 . Join our Growing team in DALLAS TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned Porsche technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a Porsche Master Technician to join our elite team. If you specialize in Porsche and are passionate about precisio…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiakFQUlJibW44UkdGUThyN2NtSklzUSIsImkiOiI1ODY5NDI0MjA4In0.daFm9RA9iME44vs1jFhAPIzes42PC37y42HvHQzRN9k,39.340925,2026-09-03T12:55:18Z,5869424208,-80.018966,Adzuna::API::Response::Job,75209.95,1,Grafton City Porsche Master Technician $50-$65 an hr - Relocation assistance,75209.95,https://www.adzuna.com/land/ad/5869424208?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=4D5A2905C893530F0EB1A33A7208FB25A26DE10E,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'West Virginia', 'Taylor County', 'Grafton']",Adzuna::API::Response::Location,"Grafton, Taylor County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description For faster responses, call or text Jason at (214) 604-3951 . Join our Growing team in DALLAS TX JP Euro Team – Where Passion Meets Performance! ?? ??Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned Porsche technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a Porsche Master Technician to join our elite team. If you specialize in Porsche and are passionate about precisio…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE4NiIsInMiOiJqQVBSUmJtbjhSR0ZROHI3Y21KSXNRIn0.EoNmrhWn9O2d_HImMGEcgi4VHPl94Ave_-2PY4KqD4c,47.26334,2026-09-03T12:55:18Z,5869424186,-101.777946,Adzuna::API::Response::Job,66725.73,1,Beulah City Porsche Master Technician $50-$65 an hr - Relocation assistance,66725.73,https://www.adzuna.com/land/ad/5869424186?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=3D43CD423EB36C6D7332A10D9E43A6A6AC5DB32C,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'North Dakota', 'Mercer County', 'Beulah']",Adzuna::API::Response::Location,"Beulah, Mercer County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description Join the JP Euro Team – Where Passion Meets Performance! ?? ?? Salary: $100,000–$160,000 (Based on Experience) Are you a seasoned European auto technician ready to take your career to the next level? JP Euro , a leading European and exotic auto repair shop, is looking for a Master European Auto Technician to join our elite team. Whether your expertise lies in BMW, Mercedes-Benz, Porsche, Audi, Volkswagen, Land Rover, Jaguar , or another European brand – we want t…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE5NyIsInMiOiJqQVBSUmJtbjhSR0ZROHI3Y21KSXNRIn0.qVirCSlv_OR_3ZHt1ma8J3ASCYT8pF49hPs6xBtBZM0,33.14262,2026-09-03T12:55:18Z,5869424197,-96.969451,Adzuna::API::Response::Job,104000.0,0,"Lakewood Village European Master Auto Technician: AUDI, Porsche, BMW, Mercedes $50 - $60 an hour - N",124800.0,https://www.adzuna.com/land/ad/5869424197?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=2C37271E19D7760B283F02214E8D8D2984516E9E,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,"['US', 'Texas', 'Denton County', 'Lakewood Village']",Adzuna::API::Response::Location,"Lakewood Village, Denton County",JP Euro,Adzuna::API::Response::Company,,
"Job Description Job Description AUTO TECHNO WEEKENDSTOP PAY IN AREA E xperienced Automotive Mechanic Technician Needed! BUSY SHOP - We're EXPANDING! More lifts are coming, and we need YOU! Harrell Automotive – Erie, PA 16505 HIRING IMMEDIATELY FOR THIS OPPORTUNITY! Don't miss the chance to LEVEL UP your career. Our bays are FULL, cars are flowing in and we are looking for CAREER MINDED technicians who are hungry for more. More money, more training, and NO Saturdays or Sundays. EVER. Are you new…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2OTQyNDE4MCIsInMiOiJqQVBSUmJtbjhSR0ZROHI3Y21KSXNRIn0.i2CVtNCW_nSISYBCJzT60XebmQ-aliEddqElxVJrYIw,41.157838,2026-09-03T12:55:18Z,5869424180,-80.08867,Adzuna::API::Response::Job,0.0,0,Grove City PA Master Auto Technician: A Level expert Euro Domestic Diesel up to $35 per hour NO WEEK,72800.0,https://www.adzuna.com/land/ad/5869424180?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=86995346E2D6C8AE5CFEB81C750024B02938CA17,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,"['US', 'Pennsylvania', 'Mercer County', 'Grove City']",Adzuna::API::Response::Location,"Grove City, Mercer County",Harrell Automotive,Adzuna::API::Response::Company,,
"Job Description Job Description About the Team: The Team is part of the Print Operations Business. About the Role Production department: Printing and packaging of various newspaper titles including The Wall Street Journal, Barron's, Investors Business Daily and New York Post. You will perform daily press operations in the manufacturing of Dow Jones' and contract print publications in a cost-effective manner, with the highest quality standards available using existing technology. This includes P…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiakFQUlJibW44UkdGUThyN2NtSklzUSIsImkiOiI1ODY5NDI0MTc0In0.JnzE6Xhjt_9YSCgUJ38-nvSBCu9cxuBRmDEzil55hcM,33.034595,2026-09-03T12:55:18Z,5869424174,-85.127266,Adzuna::API::Response::Job,39009.7,1,Press Operator Journeyman,39009.7,https://www.adzuna.com/land/ad/5869424174?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=5E40C9E437AE30735C073A61EFDE74B7D083D775,manufacturing-jobs,Manufacturing Jobs,Adzuna::API::Response::Category,"['US', 'Georgia', 'Troup County', 'Lagrange']",Adzuna::API::Response::Location,"Lagrange, Troup County","Dow Jones and Company, Inc",Adzuna::API::Response::Company,,
"Job Description Job Description BIGOS MANAGEMENT IS PROUD TO BE NAMED A STAR TRIBUNE TOP WORKPLACE IN 2026 FOR THE 12th TIME LOCATION Era on Excelsior - St. Louis Park, MN (550 Units) HOURS Monday - Friday 8:00am-4:30pm Limited nights and weekends for on-call rotation. Scheduled dates and hours subject to change at employer discretion PAY, PERKS, AND BENEFITS Hiring Pay Range: $23.00 - $27.00/hour Competitive benefit package, including HSA employer contribution, starting 1st of the month after …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiakFQUlJibW44UkdGUThyN2NtSklzUSIsImkiOiI1ODY5NDI0MTY1In0.-5WMWVsZrAXDmFG_D_7lzs1W2iG0Ywv5AnY8WaYjFns,44.946519,2026-09-03T12:55:18Z,5869424165,-93.343929,Adzuna::API::Response::Job,32198.68,1,Maintenance Technician,32198.68,https://www.adzuna.com/land/ad/5869424165?se=jAPRRbmn8RGFQ8r7cmJIsQ&utm_medium=api&utm_source=abfa41a4&v=2ECF2B24EA12AC6B1A92ADD0587B738FF62CB0E9,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,"['US', 'Minnesota', 'Hennepin County', 'Saint Louis Park']",Adzuna::API::Response::Location,"Saint Louis Park, Hennepin County",Bigos Management,Adzuna::API::Response::Company,,
