contract_type,description,created,latitude,redirect_url,title,salary_min,longitude,__CLASS__,salary_max,salary_is_predicted,contract_time,id,adref,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,category.label,category.__CLASS__,category.tag
,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-24T10:40:21Z,39.34002,https://www.adzuna.com/land/ad/5709413755?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=CE7255882FEACDE40329F785729BBCF8B5154892,Driver - Flexible hours. Instant Pay.,34183.71,-76.40748,Adzuna::API::Response::Job,34183.71,1,part_time,5709413755,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzc1NSIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.IK2XyPo9MAqs-5LEeS857CBEKCfoFHVUNdFPLbAm3rI,"['US', 'Maryland', 'Baltimore County', 'Middle River']",Adzuna::API::Response::Location,"Middle River, Baltimore County",Uber,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs
,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-24T10:40:21Z,38.160641,https://www.adzuna.com/land/ad/5709413757?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=135F45D7EB380613AD6523EEDD06156A13478885,Drive with Uber for weekend cash,31468.28,-76.530197,Adzuna::API::Response::Job,31468.28,1,part_time,5709413757,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVJMXRld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDEzNzU3In0.GSYDJzld9OXGN0pl_CbWabCIsNZkleZAcJl3bLwyUa0,"['US', 'Maryland', ""St. Mary's County"", 'Great Mills']",Adzuna::API::Response::Location,"Great Mills, St. Mary's County",Uber,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs
,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-24T10:40:21Z,39.382346,https://www.adzuna.com/land/ad/5709413756?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=8838BE02F0B76A3E71FB4F039C82D845C0AAF8A3,Driver - Get Paid Daily,43434.17,-77.660503,Adzuna::API::Response::Job,43434.17,1,part_time,5709413756,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVJMXRld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDEzNzU2In0.Umla_3EVMttAxLZXooFOrnFULrCNyiztP6yTDbyszdw,"['US', 'Maryland', 'Washington County', 'Brownsville']",Adzuna::API::Response::Location,"Brownsville, Washington County",Uber,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs
,"Earn at least $2615 driving with Uber when you complete your first 185 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 185 trips with Ub…",2026-04-24T10:40:20Z,39.429137,https://www.adzuna.com/land/ad/5709413754?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=C5A5B40756D4726200B501ECEA423BCD294C75A8,Part-time gig: Earn at least $2615 in your first 185 trips.,47412.84,-76.302674,Adzuna::API::Response::Job,47412.84,1,part_time,5709413754,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVJMXRld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDEzNzU0In0.NFt44pcVM-g5otCfOcTBNZxlFxO1Xhwsvq8J1S6kT5I,"['US', 'Maryland', 'Harford County', 'Edgewood']",Adzuna::API::Response::Location,"Edgewood, Harford County",Uber,Adzuna::API::Response::Company,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs
,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-24T10:40:20Z,39.49074,https://www.adzuna.com/land/ad/5709413753?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=00C0E4B1AA7857C613CD853C99F5B30BA5EFFF21,Looking For Part-Time Jobs? - Drive with Uber,39642.69,-76.79622,Adzuna::API::Response::Job,39642.69,1,part_time,5709413753,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzc1MyIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.BYh0A1wKZ1vtOsOS7zzq0-FhKuBEe4xxKRHffkShF9I,"['US', 'Maryland', 'Baltimore County', 'Glyndon']",Adzuna::API::Response::Location,"Glyndon, Baltimore County",Uber,Adzuna::API::Response::Company,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs
,"Earn at least $2615 driving with Uber when you complete your first 185 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 185 trips with Ub…",2026-04-24T10:40:19Z,38.142643,https://www.adzuna.com/land/ad/5709413752?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=25A5C9398CB1FF93EE9550EAF0A0666367B2C10C,Part-time gig: Earn at least $2615 in your first 185 trips.,39265.3,-76.509836,Adzuna::API::Response::Job,39265.3,1,part_time,5709413752,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzc1MiIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.YiwcAuCTXeSH8yQ0bJLHYuI88D3NueEJAt4WBjCeRlE,"['US', 'Maryland', ""St. Mary's County"", 'Saint Marys']",Adzuna::API::Response::Location,"Saint Marys, St. Mary's County",Uber,Adzuna::API::Response::Company,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs
,"Join our team to foster agile methodologies, encouraging a culture of innovation and high performance in a leading financial institution. As an Agility Lead within Consumer and Community Banking - Data & Analytics organization, you will play a significant role as a champion for the adoption and continuous improvement of Agile practices within our teams. Leveraging your deep knowledge of product development methodologies and Agile principles, use your expert guidance, mentorship, and support to …",2026-04-24T10:40:11Z,40.103832,https://www.adzuna.com/details/5709413745?utm_medium=api&utm_source=abfa41a4,Agility Lead - Data & Analytics,149244.12,-83.020025,Adzuna::API::Response::Job,149244.12,1,,5709413745,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVJMXRld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDEzNzQ1In0.ahrUfsejX8_b9wg4CEpC_DzjV_bZIOB_zziRlT9IMfE,"['US', 'Ohio', 'Franklin County', 'Columbus']",Adzuna::API::Response::Location,"Columbus, Franklin County",JPMorgan Chase & Co.,Adzuna::API::Response::Company,IT Jobs,Adzuna::API::Response::Category,it-jobs
,"Earn at least $2615 driving with Uber when you complete your first 185 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 185 trips with Ub…",2026-04-24T10:40:10Z,38.608628,https://www.adzuna.com/land/ad/5709413744?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=D6F145F688B7FAE6FCD5E30616AA32D65A088DE8,"Drive with Uber: Earn at least $2615 when you complete 185 trips, guaranteed",39746.45,-76.600951,Adzuna::API::Response::Job,39746.45,1,part_time,5709413744,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVJMXRld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDEzNzQ0In0.qo1ZMJDyPam0KPK2wS8ZfjO0hvgm_CZeeWDqvkZA7D4,"['US', 'Maryland', 'Calvert County', 'Huntingtown']",Adzuna::API::Response::Location,"Huntingtown, Calvert County",Uber,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs
,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-24T10:40:09Z,39.047137,https://www.adzuna.com/land/ad/5709413743?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=155134C155F7E1DB0FAC77B62CABDBAB93FDF57E,Want Cash Jobs? Earn With Uber Instead,35957.92,-76.497792,Adzuna::API::Response::Job,35957.92,1,part_time,5709413743,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzc0MyIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.gVi4VyrarcNK4mQ-Uwb2sH9SHKQyGu9zhDIGNj8e4eQ,"['US', 'Maryland', 'Anne Arundel County', 'Arnold']",Adzuna::API::Response::Location,"Arnold, Anne Arundel County",Uber,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs
,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-24T10:40:08Z,38.160641,https://www.adzuna.com/land/ad/5709413742?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=030309523B234D862EA53F186095254CFB4C9652,Drive with Uber,30122.55,-76.530197,Adzuna::API::Response::Job,30122.55,1,part_time,5709413742,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzc0MiIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.OH3JrGOubQdgA9HAu71RW8hbvUQqbTtUXcJ7DIm16Eg,"['US', 'Maryland', ""St. Mary's County"", 'Great Mills']",Adzuna::API::Response::Location,"Great Mills, St. Mary's County",Uber,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs
,"Earn at least $2615 driving with Uber when you complete your first 185 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 185 trips with Ub…",2026-04-24T10:40:04Z,38.482996,https://www.adzuna.com/land/ad/5709413740?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=E19189059C1DEE51BCE1C6ABA8FF8E807D728F9A,"Side gig - Earn at least $2615 in your first 185 trips with Uber, guaranteed.",39581.68,-76.541844,Adzuna::API::Response::Job,39581.68,1,part_time,5709413740,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzc0MCIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.Me03hh0M1hFzEXjRPWACp2b_br9Ttlz4F8mds2jp06k,"['US', 'Maryland', 'Calvert County', 'Port Republic']",Adzuna::API::Response::Location,"Port Republic, Calvert County",Uber,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs
,"Earn at least $2615 driving with Uber when you complete your first 185 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 185 trips with Ub…",2026-04-24T10:40:04Z,39.157939,https://www.adzuna.com/land/ad/5709413741?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=A5D8A890BB47DF3FDFCE7113810211150B4CB5DA,Driver gig - Earn at least $2615 by driving 185 trips with Uber,38424.88,-76.72138,Adzuna::API::Response::Job,38424.88,1,part_time,5709413741,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzc0MSIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.nQLqCHjaKZy_-XSIa6lMv3FgHPURfEKM1K6-6VbNSpM,"['US', 'Maryland', 'Anne Arundel County', 'Harmans']",Adzuna::API::Response::Location,"Harmans, Anne Arundel County",Uber,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs
,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",2026-04-24T10:40:03Z,39.0275,https://www.adzuna.com/land/ad/5709413739?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=F39003D2CA94A298138E5B892928D1CF2ED4E30C,Choose your own schedule - Drive with Uber,32550.15,-76.544167,Adzuna::API::Response::Job,32550.15,1,part_time,5709413739,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVJMXRld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDEzNzM5In0.VAhbw619_eAgCld0Xhmbgge8ikX5wFUluMKERzUH3wo,"['US', 'Maryland', 'Anne Arundel County', 'Annapolis']",Adzuna::API::Response::Location,"Annapolis, Anne Arundel County",Uber,Adzuna::API::Response::Company,Travel Jobs,Adzuna::API::Response::Category,travel-jobs
,"At Chase, we are passionate about creating memorable experiences for our clients and employees, making them feel welcomed, valued, and understood. We build lasting relationships by doing the right thing, exceeding expectations, and embracing diversity and inclusion. As an Associate Banker within Chase, you will represent our brand and culture with the utmost hospitality, using the latest banking solutions and cutting-edge financial technology combined with friendly and attentive service. Your r…",2026-04-24T10:39:37Z,29.826018,https://www.adzuna.com/details/5709413644?utm_medium=api&utm_source=abfa41a4,Part Time Associate Banker Greater Northwest (30 hours),40075.23,-95.751048,Adzuna::API::Response::Job,40075.23,1,,5709413644,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzY0NCIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.uYIvaZV_6q1053U0wRSwbxOl4CZf2dXOHKsUrnb37i4,"['US', 'Texas', 'Harris County', 'Katy']",Adzuna::API::Response::Location,"Katy, Harris County",JPMorgan Chase & Co.,Adzuna::API::Response::Company,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs
,"At Chase, we are passionate about creating memorable experiences for our clients and employees, making them feel welcomed, valued, and understood. We build lasting relationships by doing the right thing, exceeding expectations, and embracing diversity and inclusion. As an Associate Banker within Chase, you will represent our brand and culture with the utmost hospitality, using the latest banking solutions and cutting-edge financial technology combined with friendly and attentive service. Your r…",2026-04-24T10:39:37Z,32.961876,https://www.adzuna.com/details/5709413640?utm_medium=api&utm_source=abfa41a4,Part Time Associate Banker Northwest Dallas (30 hours),38288.8,-96.996093,Adzuna::API::Response::Job,38288.8,1,,5709413640,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVJMXRld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDEzNjQwIn0.pw4a6Rs0LUCfS2Rq2W5sDoE-vbzZzX8f_OwMOI4wGtQ,"['US', 'Texas', 'Dallas', 'Coppell']",Adzuna::API::Response::Location,"Coppell, Dallas",JPMorgan Chase & Co.,Adzuna::API::Response::Company,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs
,"Join us to pioneer user experience insights, shaping products that resonate with customers and end users. Foster a culture of continuous learning as you mentor and coach junior researchers and designers and bring your thought leadership and expertise to the team. As an Experience Research Vice President in Open Banking team within Connected Commerce, you will play a pivotal role in shaping the user experience across our products and services. Leveraging your deep expertise in research methods a…",2026-04-24T10:39:28Z,,https://www.adzuna.com/details/5709413618?utm_medium=api&utm_source=abfa41a4,Experience Research Vice President,141741.75,,Adzuna::API::Response::Job,141741.75,1,,5709413618,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzYxOCIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.-zuRyFqfiICHqHgDwTnghRaEseAIf8oZnhIVGtcR-WI,"['US', 'New York', 'New York City']",Adzuna::API::Response::Location,"New York City, New York",JPMorgan Chase & Co.,Adzuna::API::Response::Company,Creative & Design Jobs,Adzuna::API::Response::Category,creative-design-jobs
,"Join a dynamic team within the Office of the Chief Financial Officer, where you'll oversee the development and distribution of macroeconomic scenarios used in the Firm's forecasting processes. Collaborate with Economics and Strategy Research teams, Chief Risk Officer, Chief Financial Officer, Financial Planning teams, and other corporate areas. Cover key U.S. and global macroeconomic indicators, rates, equities, FX and credit markets, real estate markets, and more. A broad knowledge base across…",2026-04-24T10:39:27Z,,https://www.adzuna.com/details/5709413606?utm_medium=api&utm_source=abfa41a4,Firmwide Economic Scenarios - Analyst,106189.95,,Adzuna::API::Response::Job,106189.95,1,,5709413606,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzYwNiIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.c3x39hooTBjJJHEcC6oxMIeFhX2U9hT_YFzJMVqGX2Q,"['US', 'New York', 'New York City']",Adzuna::API::Response::Location,"New York City, New York",JPMorgan Chase & Co.,Adzuna::API::Response::Company,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs
,"Host Healthcare is seeking a travel Respiratory Therapist for a travel job in Rochelle Park, New Jersey. Job Description & Requirements Specialty: Respiratory Therapist Discipline: Allied Health Professional Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Host Healthcare Job ID a1fVX000003DLbBYAW. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: Respiratory…",2026-04-24T10:39:21Z,40.905128,https://www.adzuna.com/land/ad/5709413590?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=AD6288C7F0DA8D6F97B15C5EB3DB9F6DC500568B,"Travel Respiratory Therapist - $1,929 per week",0.0,-74.090563,Adzuna::API::Response::Job,100308.0,0,,5709413590,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVJMXRld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDEzNTkwIn0.7cxQrxhnlRQw6_NjtMERe60kG6tn2qhA4gemsHJeXRw,"['US', 'New Jersey', 'Bergen County', 'Saddle Brook']",Adzuna::API::Response::Location,"Saddle Brook, Bergen County",Host Healthcare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs
,"Supplemental Health Care is seeking a travel nurse RN Telemetry for a travel nursing job in Waco, Texas. Job Description & Requirements Specialty: Telemetry Discipline: RN Start Date: ASAP Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Job Description: Supplemental Health Care is hiring Telemetry Registered Nurses for contract assignments at partnering hospitals in Waco, Texas. Whether you’re looking to travel or stay local, we’re committed to helping Telem…",2026-04-24T10:39:21Z,31.5915,https://www.adzuna.com/land/ad/5709413589?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=02B265EA5404F85D5FE5F7F2C1C9BBFB44051DFA,"Travel Telemetry Registered Nurse - $1,504 per week",0.0,-97.0823,Adzuna::API::Response::Job,78208.0,0,,5709413589,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzU4OSIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.eP6hNteeGZ09Eg5IoNpg_frGJpU3d8Ef_er3Du8YdJM,"['US', 'Texas', 'McLennan County', 'Bellmead']",Adzuna::API::Response::Location,"Bellmead, McLennan County",Supplemental Health Care,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs
,"Assured Nursing is seeking a travel nurse RN Telemetry Med Surg for a travel nursing job in Potsdam, New York. Job Description & Requirements Specialty: Telemetry Discipline: RN Start Date: 05/18/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Assured Nursing Job ID 36576035. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job title: RN:Tele,19:00:00-07:30:00 …",2026-04-24T10:39:20Z,44.66952,https://www.adzuna.com/land/ad/5709413587?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=F1116385A9D4D81D85CD20C5608EA9819722A700,"Travel PCU Registered Nurse - $2,362 per week",0.0,-74.98608,Adzuna::API::Response::Job,122824.0,0,,5709413587,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEVJMXRld184Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzA5NDEzNTg3In0.r6GuKcpyHQz6EYk_dX5M6mNa9BL4J2j9CQ2jZQSv_Qg,"['US', 'New York', 'Saint Lawrence County', 'Potsdam']",Adzuna::API::Response::Location,"Potsdam, Saint Lawrence County",Assured Nursing,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs
,"Supplemental Health Care is seeking a travel nurse RN Interventional Radiology for a travel nursing job in Chicago, Illinois. Job Description & Requirements Specialty: Interventional Radiology Discipline: RN Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 8 hours Employment Type: Travel Job Description: Supplemental Health Care is connecting Interventional Radiology Registered Nurses with top-tier hospital contracts in Chicago, Illinois. Travel or stay local, either way, we’ll guid…",2026-04-24T10:39:20Z,41.9613,https://www.adzuna.com/land/ad/5709413586?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=EA7E0A632D36D44F564E9949BDFC5BE2BF4C05E2,"Travel Interventional Radiology RN - $2,837 per week",0.0,-87.8849,Adzuna::API::Response::Job,147524.0,0,,5709413586,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzU4NiIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.oS_eumz9mUYL_dRltp7F2QOVTASwyFBAB0GZvpsDM6E,"['US', 'Illinois', 'Cook County', 'Schiller Park']",Adzuna::API::Response::Location,"Schiller Park, Cook County",Supplemental Health Care,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs
,"Assured Nursing is seeking a local contract nurse RN Med Surg for a local contract nursing job in Waynesboro, Pennsylvania. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 05/25/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Local Contract Assured Nursing Job ID 36575952. Posted job title: RN:Med Surg,19:00:00-07:30:00 Benefits Weekly pay Holiday Pay 401k retirement plan Referral bonus Medical benefits Dental benefits Vision bene…",2026-04-24T10:39:18Z,39.763343,https://www.adzuna.com/land/ad/5709413580?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=F818921025510A62F1A239A656260482649D2906,Local Contract Medical-Surgical RN - $57 per hour,0.0,-77.571725,Adzuna::API::Response::Job,118560.0,0,,5709413580,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzU4MCIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.vUSnyBRng-P5A0P-4Gt1PKsE1jAnL7NUmlEHjsj5zO8,"['US', 'Pennsylvania', 'Franklin County', 'Waynesboro']",Adzuna::API::Response::Location,"Waynesboro, Franklin County",Assured Nursing,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs
,"Host Healthcare is seeking a local contract nurse RN ICU - Intensive Care Unit for a local contract nursing job in Memphis, Tennessee. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Local Contract Host Healthcare Job ID La1fVX000003DLOHYA4. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job t…",2026-04-24T10:39:18Z,35.07032,https://www.adzuna.com/land/ad/5709413581?se=LEI1tew_8RG60p_fUSdYlA&utm_medium=api&utm_source=abfa41a4&v=F479672B4B16E3DE00B706A65F88D1965E676BA7,Local Contract Nurse RN - ICU - Intensive Care Unit - $43-47 per hour,89440.0,-89.95656,Adzuna::API::Response::Job,97760.0,0,,5709413581,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMzU4MSIsInMiOiJMRUkxdGV3XzhSRzYwcF9mVVNkWWxBIn0.oz_KwaWSyhriHOwF5P6WjWia9S2cD5rqTDxmI4AyFj0,"['US', 'Tennessee', 'Shelby County', 'Cloverdale']",Adzuna::API::Response::Location,"Cloverdale, Shelby County",Host Healthcare,Adzuna::API::Response::Company,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs
