description,latitude,created,redirect_url,__CLASS__,longitude,adref,salary_min,salary_is_predicted,id,salary_max,title,location.area,location.__CLASS__,location.display_name,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
"Registered Nurse (RN) | Cardiovascular Intensive Care Unit Location: Concord, NC Agency: Host Healthcare Pay: $1,853 to $2,006 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 8/3/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified CVICU RN in Concord, North Carolina, 28025! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - CVICU in Concord, NC. If you are intere…",35.423548,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974046?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-80.604937,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDA0NiIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.7SgOBzGlAAWemaWtzJmEqhzVNRVh83UMJ8ReLLd_BbI,8024.0,0,5797974046,8024.0,"Travel Nurse RN - Cardiovascular Intensive Care Unit - $1,853 to $2,006 per week in Concord, NC","['US', 'North Carolina', 'Cabarrus County', 'North Concord']",Adzuna::API::Response::Location,"North Concord, Cabarrus County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Neonatal Intensive Care Unit Location: Fort Wayne, IN Agency: Host Healthcare Pay: $1,590 to $1,739 per week Shift Information: Evenings Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - NICU in Fort Wayne, IN. If you are interested in this position, please contact your recruiter and reference Job 2256042",41.064475,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974196?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-85.173858,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MTk2In0.XOK0DZzd4UqW5NP8uewtXu3CJVp5-RdZgn0-shc_ps8,6957.0,0,5797974196,6957.0,"Travel Nurse RN - Neonatal Intensive Care Unit - $1,590 to $1,739 per week in Fort Wayne, IN","['US', 'Indiana', 'Allen County', 'Fort Wayne']",Adzuna::API::Response::Location,"Fort Wayne, Allen County",Adzuna::API::Response::Company,Host Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Operating Room Location: Canton, GA Agency: Host Healthcare Pay: $1,684 to $1,833 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified OR RN in Canton, Georgia, 30115! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Operating Room in Canton, GA. If you are interested in this position, pl…",34.254681,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974194?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-84.509153,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MTk0In0.SiWuhfJmEfpNuxBKAxsbNNbE-P1zTAUp5hUlcrLFq94,7332.0,0,5797974194,7332.0,"Travel Nurse RN - Operating Room - $1,684 to $1,833 per week in Canton, GA","['US', 'Georgia', 'Cherokee County', 'Canton']",Adzuna::API::Response::Location,"Canton, Cherokee County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Cardiovascular Intensive Care Unit Location: New Jersey Agency: Host Healthcare Pay: $2,184 to $2,363 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 8/3/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified CVICU RN in New Jersey! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - CVICU in NJ. If you are interested in this position, please …",40.288232,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974148?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-74.617769,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MTQ4In0.xzfpRiq2miv5L8YaAAlSNuVMlux9clqvyEORvD9PKQQ,9452.0,0,5797974148,9452.0,"Travel Nurse RN - Cardiovascular Intensive Care Unit - $2,184 to $2,363 per week in New Jersey","['US', 'New Jersey']",Adzuna::API::Response::Location,"New Jersey, US",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Intensive Care Unit (ICU) / Critical Care Location: Sioux Falls, SD Agency: Host Healthcare Pay: $2,229 to $2,382 per week Shift Information: Rotating Contract Duration: 13 Weeks Start Date: 8/3/2026 About the Position Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - ICU in Sioux Falls, SD. If you are interested in this position, please contact your recruiter and reference Job 2255407",43.542656,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974020?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-96.690546,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDAyMCIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.Hgp90IQdfrD3O1Dm6eY3CRbHXqeDBkGJy-KcmTE20hs,9529.0,0,5797974020,9529.0,"Travel Nurse RN - Intensive Care Unit (ICU) / Critical Care - $2,229 to $2,382 per week in Sioux Falls, SD","['US', 'South Dakota', 'Minnehaha County', 'Sioux Falls']",Adzuna::API::Response::Location,"Sioux Falls, Minnehaha County",Adzuna::API::Response::Company,Host Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Operating Room Location: Madison, IN Agency: Host Healthcare Pay: $2,300 to $2,453 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 8/30/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified OR RN in Madison, Indiana, 47250! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Operating Room in Madison, IN. If you are interested in this position,…",38.735893,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974062?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-85.379958,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MDYyIn0.bfqEiWGk70mTuMZq5QWJXUEzj9vS_mjRGDoEH8h0JdM,9812.0,0,5797974062,9812.0,"Travel Nurse RN - Operating Room - $2,300 to $2,453 per week in Madison, IN","['US', 'Indiana', 'Jefferson County', 'Madison']",Adzuna::API::Response::Location,"Madison, Jefferson County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Obstetrics/Gynecology Location: Eau Claire, WI Agency: Host Healthcare Pay: $2,289 to $2,467 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 9/13/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified OB/GYN RN in Eau Claire, Wisconsin, 54701! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Obstetrics & Gynecology in Eau Claire, WI. If you…",44.749683,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974195?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-91.51487,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MTk1In0.LQeEazG1YKO3HbfpDUAzkbx9oWyISiOHyaghdQiZ2xc,9869.0,0,5797974195,9869.0,"Travel Nurse RN - Obstetrics/Gynecology - $2,289 to $2,467 per week in Eau Claire, WI","['US', 'Wisconsin', 'Eau Claire County', 'Eau Claire']",Adzuna::API::Response::Location,"Eau Claire, Eau Claire County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Merriam, KS Agency: Host Healthcare Pay: $1,561 to $1,710 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 7/29/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified ER/Trauma RN in Merriam, Kansas, 66204! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Emergency Room in Merriam, KS. If you are intere…",39.023617,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974107?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-94.69357,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MTA3In0.tucOYDgBuv6wK0hplrGCFQzY4gKrUyPw1OBCZYYbXG8,6839.0,0,5797974107,6839.0,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,561 to $1,710 per week in Merriam, KS","['US', 'Kansas', 'Johnson County', 'Merriam']",Adzuna::API::Response::Location,"Merriam, Johnson County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Geriatrics / Skilled Nursing Facility Location: Plymouth, WI Agency: Host Healthcare Pay: $1,720 to $1,873 per week Shift Information: Rotating Contract Duration: 13 Weeks Start Date: 7/30/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified Geriatrics/SNF RN in Plymouth, Wisconsin, 53073! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Skilled Nursing in Plymouth…",43.748605,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974052?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-87.977038,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDA1MiIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.7M26Qa6AkRLFDbwbMPPJHpP7F-LwFy44yIbvkVMrCmc,7491.0,0,5797974052,7491.0,"Travel Nurse RN - Geriatrics / Skilled Nursing Facility - $1,720 to $1,873 per week in Plymouth, WI","['US', 'Wisconsin', 'Sheboygan County', 'Plymouth']",Adzuna::API::Response::Location,"Plymouth, Sheboygan County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Telemetry Location: Oklahoma City, OK Agency: Host Healthcare Pay: $1,590 to $1,739 per week Shift Information: Nights Contract Duration: 12 Weeks Start Date: 8/4/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified Telemetry RN in Oklahoma City, Oklahoma, 73109! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Telemetry in Oklahoma City, OK. If you are interested …",35.4678,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974017?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-97.5164,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDAxNyIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.llrb3GwAN4Jqk-1VkRPe4oi_ZwaoNyXaYYE0B5eMqlI,6957.0,0,5797974017,6957.0,"Travel Nurse RN - Telemetry - $1,590 to $1,739 per week in Oklahoma City, OK","['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",Adzuna::API::Response::Location,"Oklahoma City, Oklahoma County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Case Manager Location: Glen Burnie, MD Agency: Host Healthcare Pay: $1,992 to $2,145 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Case Management in Glen Burnie, MD. If you are interested in this position, please contact your recruiter and reference Job 2254805",39.17281,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974041?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-76.576408,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDA0MSIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.C1nUcXVkMJr-A62I4aRcoXRGV5XlitdhHX1pZI4ITd8,8578.0,0,5797974041,8578.0,"Travel Nurse RN - Case Manager - $1,992 to $2,145 per week in Glen Burnie, MD","['US', 'Maryland', 'Anne Arundel County', 'Glen Burnie']",Adzuna::API::Response::Location,"Glen Burnie, Anne Arundel County",Adzuna::API::Response::Company,Host Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Emergency Room (ER) / Trauma Location: Lancaster, OH Agency: Host Healthcare Pay: $1,590 to $1,739 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified ER/Trauma RN in Lancaster, Ohio, 43130! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Emergency Room in Lancaster, OH. If you are inte…",39.713675,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974088?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-82.599329,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MDg4In0.3XcqOEHvQ8kNoPILUDIoPrx3Jg32Hxn17KcC6-vqzGk,6957.0,0,5797974088,6957.0,"Travel Nurse RN - Emergency Room (ER) / Trauma - $1,590 to $1,739 per week in Lancaster, OH","['US', 'Ohio', 'Fairfield County', 'Lancaster']",Adzuna::API::Response::Location,"Lancaster, Fairfield County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Neonatal Intensive Care Unit Location: Fort Wayne, IN Agency: Host Healthcare Pay: $1,590 to $1,739 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified NICU RN in Fort Wayne, Indiana, 46825! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - NICU in Fort Wayne, IN. If you are interested in…",41.064475,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974192?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-85.173858,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDE5MiIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.mh6fdoWb2smszfP5-LP3DfLqY1_UcXaQwoL4syVqIA4,6957.0,0,5797974192,6957.0,"Travel Nurse RN - Neonatal Intensive Care Unit - $1,590 to $1,739 per week in Fort Wayne, IN","['US', 'Indiana', 'Allen County', 'Fort Wayne']",Adzuna::API::Response::Location,"Fort Wayne, Allen County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Operating Room Location: Asheville, NC Agency: Host Healthcare Pay: $1,720 to $1,873 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 8/3/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified OR RN in Asheville, North Carolina, 28801! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Operating Room in Asheville, NC. If you are interested in th…",35.592746,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974158?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-82.556456,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDE1OCIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.gEk_6_rerHC5rLnDeYEpdwnFn_OZqrCPCoPCx3W7MmE,7491.0,0,5797974158,7491.0,"Travel Nurse RN - Operating Room - $1,720 to $1,873 per week in Asheville, NC","['US', 'North Carolina', 'Buncombe County', 'Asheville']",Adzuna::API::Response::Location,"Asheville, Buncombe County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Oncology Location: Bronx, NY Agency: Host Healthcare Pay: $2,103 to $2,256 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/29/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified Oncology RN in Bronx, New York, 10457! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Medical-Surgical in Bronx, NY. If you are interested in this position, pl…",40.846188,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974059?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-73.883422,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MDU5In0.GqaY_RjsCzrsOnY-dtil2dvMS0RkAbmPncRx26Ffzb4,9025.0,0,5797974059,9025.0,"Travel Nurse RN - Oncology - $2,103 to $2,256 per week in Bronx, NY","['US', 'New York', 'New York City', 'Bronx']",Adzuna::API::Response::Location,"Bronx, New York City",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Interventional Radiology Location: Cedar Rapids, IA Agency: Host Healthcare Pay: $2,499 to $2,678 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Interventional Radiology in Cedar Rapids, IA. If you are interested in this position, please contact your recruiter and reference Job 2254770",41.97464,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974019?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-91.659066,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MDE5In0.5GM7c5s7Mi0jCs6W8ujAyyPSr1jfMeaL2VBlxUG-K6A,10712.0,0,5797974019,10712.0,"Travel Nurse RN - Interventional Radiology - $2,499 to $2,678 per week in Cedar Rapids, IA","['US', 'Iowa', 'Linn County', 'Cedar Rapids']",Adzuna::API::Response::Location,"Cedar Rapids, Linn County",Adzuna::API::Response::Company,Host Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Oncology Location: Bronx, NY Agency: Host Healthcare Pay: $2,103 to $2,256 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/29/2026 About the Position Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Medical-Surgical in Bronx, NY. If you are interested in this position, please contact your recruiter and reference Job 2256142",40.846188,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974033?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-73.883422,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDAzMyIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.5Ai9Kbe9A7iuMPyAY09NJijj8v_epKfVTNjId7JvKLo,9025.0,0,5797974033,9025.0,"Travel Nurse RN - Oncology - $2,103 to $2,256 per week in Bronx, NY","['US', 'New York', 'New York City', 'Bronx']",Adzuna::API::Response::Location,"Bronx, New York City",Adzuna::API::Response::Company,Host Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Intensive Care Unit (ICU) / Critical Care Location: Peoria, IL Agency: Host Healthcare Pay: $2,156 to $2,309 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 8/31/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified ICU/Critical Care RN in Peoria, Illinois, 61637! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Acute Care Hospital in Peor…",40.685203,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974150?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-89.59617,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MTUwIn0.7FREiaI27hZApfZ87v80l_CnsCH33DEd7rMFfioYNnM,9237.0,0,5797974150,9237.0,"Travel Nurse RN - Intensive Care Unit (ICU) / Critical Care - $2,156 to $2,309 per week in Peoria, IL","['US', 'Illinois', 'Peoria County', 'Peoria']",Adzuna::API::Response::Location,"Peoria, Peoria County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Medical-Surgical Location: Cumming, GA Agency: Host Healthcare Pay: $1,331 to $1,480 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified Med/Surg RN in Cumming, Georgia, 30041! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Medical-Surgical in Cumming, GA. If you are interested in th…",34.271582,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974198?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-84.196256,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDE5OCIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.2qkNT0zuUoktUlPzaPgMUbAnhAori3o0ne98WPBavhc,5921.0,0,5797974198,5921.0,"Travel Nurse RN - Medical-Surgical - $1,331 to $1,480 per week in Cumming, GA","['US', 'Georgia', 'Forsyth County', 'Cumming']",Adzuna::API::Response::Location,"Cumming, Forsyth County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Post-Anesthesia Care Unit (PACU) / Pre-Post Op Location: Napa, CA Agency: Host Healthcare Pay: $2,216 to $2,369 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/27/2026 About the Position Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - PACU in Napa, CA. If you are interested in this position, please contact your recruiter and reference Job 2255475",38.52972,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974032?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-122.279498,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDAzMiIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.AHGFqPfGzwCU96ITcP5tZWiXbkiMZg3iVlIrkjDavX0,9476.0,0,5797974032,9476.0,"Travel Nurse RN - Post-Anesthesia Care Unit (PACU) / Pre-Post Op - $2,216 to $2,369 per week in Napa, CA","['US', 'California', 'Napa County', 'Napa']",Adzuna::API::Response::Location,"Napa, Napa County",Adzuna::API::Response::Company,Host Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Medical-Surgical Location: Parkersburg, WV Agency: Host Healthcare Pay: $1,943 to $2,096 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/30/2026 About the Position Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Medical-Surgical in Parkersburg, WV. If you are interested in this position, please contact your recruiter and reference Job 2255985",39.244014,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974211?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-81.58613,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUc2T0tfOTk4UkdWdjY4QjZzTVFaQSIsImkiOiI1Nzk3OTc0MjExIn0.8BKGMG2anxV7aEURhZasGnx9EediN-11m_IJuccvgIY,8383.0,0,5797974211,8383.0,"Travel Nurse RN - Medical-Surgical - $1,943 to $2,096 per week in Parkersburg, WV","['US', 'West Virginia', 'Wood County', 'Parkersburg']",Adzuna::API::Response::Location,"Parkersburg, Wood County",Adzuna::API::Response::Company,Host Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Radiology Location: Wilkes-Barre, PA Agency: Host Healthcare Pay: $2,565 to $2,744 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 8/3/2026 About the Position Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Radiology in Wilkes-Barre, PA. If you are interested in this position, please contact your recruiter and reference Job 2256047",41.242294,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974179?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-75.889703,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDE3OSIsInMiOiJNRzZPS185OThSR1Z2NjhCNnNNUVpBIn0.uUAbJ5idX3iqF2mdG78oTD96sCERyHm6gRo1wh6haHY,10976.0,0,5797974179,10976.0,"Travel Nurse RN - Radiology - $2,565 to $2,744 per week in Wilkes-Barre, PA","['US', 'Pennsylvania', 'Luzerne County', 'Wilkes Barre']",Adzuna::API::Response::Location,"Wilkes Barre, Luzerne County",Adzuna::API::Response::Company,Host Healthcare,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Registered Nurse (RN) | Intensive Care Unit (ICU) / Critical Care Location: Oakland, CA Agency: Host Healthcare Pay: $2,230 to $2,409 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: 8/10/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified ICU/Critical Care RN in Oakland, California, 94609! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - ICU in Oakland, CA. If …",37.772927,2026-07-12T09:39:09Z,https://www.adzuna.com/details/5797974034?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,-122.214332,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5Nzk3NDAzNCIsInMiOiJaUHZRTFA5OThSR1Z2NjhCNnNNUVpBIn0.f6Ym1SCNU9LP4SfTlX3fVfGAMsHkreIy9C0Vqi4MYU8,9634.0,0,5797974034,9634.0,"Travel Nurse RN - Intensive Care Unit (ICU) / Critical Care - $2,230 to $2,409 per week in Oakland, CA","['US', 'California', 'Alameda County', 'Oakland']",Adzuna::API::Response::Location,"Oakland, Alameda County",Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
