description,created,salary_min,redirect_url,longitude,salary_max,adref,salary_is_predicted,__CLASS__,latitude,title,id,category.label,category.tag,category.__CLASS__,company.__CLASS__,company.display_name,location.area,location.display_name,location.__CLASS__,contract_time,contract_type
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,505.20 – $2,289.20 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,163000.84,https://www.adzuna.com/land/ad/5694596280?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=1979F978453DAD898D99A6D1C8C110CAFADE8308,-87.551406,163000.84,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjI4MCIsInMiOiJHcDIybGlRMDhSR1YyWmxCbGhCYVpBIn0.zr8MNQEyp2IdxWzMQe1UtJzxse5h0baA00BsXrSVdFo,1,Adzuna::API::Response::Job,41.612125,Physical Therapist,5694596280,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Mary of Nazareth Hospital,"['US', 'Illinois', 'Cook County', 'Calumet City']","Calumet City, Cook County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,440.00 – $2,085.60 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,144493.67,https://www.adzuna.com/land/ad/5694596247?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=5AC649D34F9EF984EDCB9FAE87EAD3E94E8E0E2E,-88.34171,144493.67,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjI0NyIsInMiOiJHcDIybGlRMDhSR1YyWmxCbGhCYVpBIn0.tilV6xINEbI4mGU4p_RV6BEFxJntk7qYiCHzivzPASI,1,Adzuna::API::Response::Job,42.02227,Physical Therapist (New Grads Encouraged),5694596247,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Joseph Hospital - Elgin,"['US', 'Illinois', 'Kane County', 'South Elgin']","South Elgin, Kane County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy - Inpatient Job Type: Full-Time, Non-Exempt Salary range: $1,505.00 – $2,180.00 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides medically prescribed physical t…",2026-04-09T10:54:12Z,243541.08,https://www.adzuna.com/land/ad/5694596238?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=45047ECFE9AB619A46F45196A855C9395A1C8AC3,-87.91074,243541.08,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3AyMmxpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2MjM4In0.-arupx3l62Zkg4DI3heb1T_IyTKzJGFQ8E60ZuSXtiY,1,Adzuna::API::Response::Job,42.19446,Physical Therapist - PT,5694596238,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Resurrection Medical Center,"['US', 'Illinois', 'Lake County', 'Lincolnshire']","Lincolnshire, Lake County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,505.20 – $2,289.20 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,145083.83,https://www.adzuna.com/land/ad/5694596276?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=97CAA4DE2F1104DF2A04123710E5E8B87ADFFF32,-87.652127,145083.83,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3AyMmxpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2Mjc2In0.POElfASDmhEVU9Y5LFXfLW5alzuZRyCxgIF5XPx18dU,1,Adzuna::API::Response::Job,41.612753,Physical Therapist,5694596276,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Mary of Nazareth Hospital,"['US', 'Illinois', 'Cook County', 'Harvey']","Harvey, Cook County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,505.20 – $2,289.20 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,189524.97,https://www.adzuna.com/land/ad/5694596288?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=BEAC6826386BBED0E5334407C776113B7C365FE1,-87.699715,189524.97,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjI4OCIsInMiOiJHcDIybGlRMDhSR1YyWmxCbGhCYVpBIn0.qo0IABacg38AAU__-92VDDWLVCPiQH5BSmbupTbLfac,1,Adzuna::API::Response::Job,42.056509,Physical Therapist,5694596288,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Mary of Nazareth Hospital,"['US', 'Illinois', 'Cook County', 'Evanston']","Evanston, Cook County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,440.00 – $2,085.60 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,169892.0,https://www.adzuna.com/land/ad/5694596258?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=DE95636061D83FC7550C1BA82144C1578600B9B7,-88.695244,169892.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjI1OCIsInMiOiJHcDIybGlRMDhSR1YyWmxCbGhCYVpBIn0.3qJJ8RSOdH-_IV6u7UQ6DXZzye-8FFAwX6yFuQEL5kE,1,Adzuna::API::Response::Job,42.09423,Physical Therapist,5694596258,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Joseph Hospital - Elgin,"['US', 'Illinois', 'DeKalb County', 'Genoa']","Genoa, DeKalb County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,505.20 – $2,289.20 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,189432.98,https://www.adzuna.com/land/ad/5694596292?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=58C6A02E5D29FD954D2A339965E8E3DFAD964070,-87.7855,189432.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3AyMmxpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2MjkyIn0.M0bPvbQsRN8v6fL8cjX2cEM5XPEhMff3vtw9-TvJaq8,1,Adzuna::API::Response::Job,41.6574,Physical Therapist,5694596292,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Mary of Nazareth Hospital,"['US', 'Illinois', 'Cook County', 'Palos Heights']","Palos Heights, Cook County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,505.20 – $2,289.20 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,178226.2,https://www.adzuna.com/land/ad/5694596287?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=EC69CC40F6C316DFE0AF46917D484BBFC0CEA5D8,-88.014525,178226.2,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3AyMmxpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2Mjg3In0.Du3-qQLKpeibdFkPAkqrAgSqS_6EGxy4q18vMUtwKGY,1,Adzuna::API::Response::Job,41.873721,Physical Therapist,5694596287,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Mary of Nazareth Hospital,"['US', 'Illinois', 'DuPage County', 'Fox Valley']","Fox Valley, DuPage County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy - Inpatient Job Type: Full-Time, Non-Exempt Salary range: $1,505.00 – $2,180.00 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides medically prescribed physical t…",2026-04-09T10:54:12Z,203948.77,https://www.adzuna.com/land/ad/5694596289?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=739BAB4E427EF3557E4BC4D4BCE51766FD678A6C,-87.605356,203948.77,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3AyMmxpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2Mjg5In0.wV1IRa6Gga4tXKYwX4Fk6UHyh2tHkIZcnKy0FJJbIpc,1,Adzuna::API::Response::Job,41.743677,Physical Therapist - PT,5694596289,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Resurrection Medical Center,"['US', 'Illinois', 'Cook County', 'Chicago', 'East Chatham']","East Chatham, Chicago",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,505.20 – $2,289.20 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,170355.53,https://www.adzuna.com/land/ad/5694596267?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=18824FBCF1D6F924922F851A2C7445B33EE26E44,-87.70257,170355.53,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjI2NyIsInMiOiJHcDIybGlRMDhSR1YyWmxCbGhCYVpBIn0.Wmrq4GWEi42AnyNCsqoAhLHBGOKtYZvYlYhOC4KPjVU,1,Adzuna::API::Response::Job,41.94431,Physical Therapist,5694596267,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Mary of Nazareth Hospital,"['US', 'Illinois', 'Cook County', 'Chicago', 'Avondale']","Avondale, Chicago",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy - Inpatient Job Type: Full-Time, Non-Exempt Salary range: $1,505.00 – $2,180.00 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides medically prescribed physical t…",2026-04-09T10:54:12Z,199507.02,https://www.adzuna.com/land/ad/5694596243?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=7D2452560E99EEA9137DE6BB8A17F9E6C1026589,-88.260824,199507.02,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjI0MyIsInMiOiJHcDIybGlRMDhSR1YyWmxCbGhCYVpBIn0.p9b6ZSqXoAQEj8CwJvgxthJ9sbX4kgNwVKfNIl1nXFs,1,Adzuna::API::Response::Job,42.040496,Physical Therapist - PT,5694596243,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Resurrection Medical Center,"['US', 'Illinois', 'Kane County', 'Elgin']","Elgin, Kane County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy - Inpatient Job Type: Full-Time, Non-Exempt Salary range: $1,505.00 – $2,180.00 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides medically prescribed physical t…",2026-04-09T10:54:12Z,196116.53,https://www.adzuna.com/land/ad/5694596232?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=90B8EA77546B7258D69A4046A7D761CBA2AE0535,-88.1313,196116.53,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjIzMiIsInMiOiJHcDIybGlRMDhSR1YyWmxCbGhCYVpBIn0.FSo1VRI5QXtVPKz2pmlYPJKk-lUv3l3weWXZT9_pba8,1,Adzuna::API::Response::Job,41.9067,Physical Therapist - PT,5694596232,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Resurrection Medical Center,"['US', 'Illinois', 'DuPage County', 'Carol Stream']","Carol Stream, DuPage County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy - Inpatient Job Type: Full-Time, Non-Exempt Salary range: $1,505.00 – $2,180.00 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides medically prescribed physical t…",2026-04-09T10:54:12Z,190522.95,https://www.adzuna.com/land/ad/5694596234?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=36764FDFB36BB6BB7A2EF0E8CDE8A194200BECBD,-88.014525,190522.95,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjIzNCIsInMiOiJHcDIybGlRMDhSR1YyWmxCbGhCYVpBIn0.aFTC3auo239sDPXaAMEjFuRXzmxhFIYv_WFUeAuOvO8,1,Adzuna::API::Response::Job,41.873721,Physical Therapist - PT,5694596234,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Resurrection Medical Center,"['US', 'Illinois', 'DuPage County', 'Fox Valley']","Fox Valley, DuPage County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,440.00 – $2,085.60 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,175373.4,https://www.adzuna.com/land/ad/5694596252?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=1DFFDA62AD488D74623BD0020C3D582F794008ED,-87.974653,175373.4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR3AyMmxpUTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2MjUyIn0.HY2Hz-DcBcvxWRMqxVLAgh_E1AO9RPPj6PeMXrBubag,1,Adzuna::API::Response::Job,42.108465,Physical Therapist,5694596252,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Joseph Hospital - Elgin,"['US', 'Illinois', 'Cook County', 'Arlington Heights']","Arlington Heights, Cook County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,440.00 – $2,085.60 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,168710.94,https://www.adzuna.com/land/ad/5694596266?se=Gp22liQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=51963EB3B8B3CDAB0778B9FA63A4E5380F6B16B5,-88.42979,168710.94,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjI2NiIsInMiOiJHcDIybGlRMDhSR1YyWmxCbGhCYVpBIn0.rxX1Z4ZJ3DvZ7eZZTHazSakz_cVrZwm6neV2o-pj0Ks,1,Adzuna::API::Response::Job,42.166169,Physical Therapist,5694596266,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Joseph Hospital - Elgin,"['US', 'Illinois', 'McHenry County', 'Huntley']","Huntley, McHenry County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,440.00 – $2,085.60 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,176485.44,https://www.adzuna.com/land/ad/5694596250?se=DHKolyQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=9AE23628E38FCB280F63F27BDC425D60A2EA28BF,-88.195819,176485.44,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhLb2x5UTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2MjUwIn0.iyP5XVUU4CDodEzm1YFO1SLv8lfCgV-vcvV3g0klQ3Q,1,Adzuna::API::Response::Job,41.979487,Physical Therapist,5694596250,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Joseph Hospital - Elgin,"['US', 'Illinois', 'DuPage County', 'Bartlett']","Bartlett, DuPage County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,505.20 – $2,289.20 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,176432.27,https://www.adzuna.com/land/ad/5694596271?se=DHKolyQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=00F9B3237F278EE4479E1766803ACB3C1AB141D4,-88.0145,176432.27,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhLb2x5UTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2MjcxIn0.NzDN1LKRMv8oK021QnNbWPgkLrFK-sIGDmCLeXPxw8Y,1,Adzuna::API::Response::Job,41.760634,Physical Therapist,5694596271,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Mary of Nazareth Hospital,"['US', 'Illinois', 'DuPage County', 'Woodridge']","Woodridge, DuPage County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,505.20 – $2,289.20 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,173282.97,https://www.adzuna.com/land/ad/5694596278?se=DHKolyQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=B264DD74FF6A4EF6DD0DC57A252E9C1D186795E6,-87.845468,173282.97,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjI3OCIsInMiOiJESEtvbHlRMDhSR1YyWmxCbGhCYVpBIn0.W6941HctHoE0KS2u0S9rl3vVXdr8xX6wEeiMtSsz8zI,1,Adzuna::API::Response::Job,41.880037,Physical Therapist,5694596278,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Mary of Nazareth Hospital,"['US', 'Illinois', 'Cook County', 'Maywood']","Maywood, Cook County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy - Inpatient Job Type: Full-Time, Non-Exempt Salary range: $1,505.00 – $2,180.00 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides medically prescribed physical t…",2026-04-09T10:54:12Z,134639.62,https://www.adzuna.com/land/ad/5694596236?se=DHKolyQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=88FC97AC35DB6A63D42D66ED6F6FA94B96D33210,-87.8049,134639.62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjIzNiIsInMiOiJESEtvbHlRMDhSR1YyWmxCbGhCYVpBIn0.Fb0YRzKErZmXlqd5NAznpzjmPlUw-r_KAhb3y_Df6j8,1,Adzuna::API::Response::Job,41.9911,Physical Therapist ($15k Sign-On Bonus),5694596236,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Resurrection Medical Center,"['US', 'Illinois', 'Cook County', 'Chicago', 'Old Norwood']","Old Norwood, Chicago",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,505.20 – $2,289.20 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,180053.69,https://www.adzuna.com/land/ad/5694596268?se=DHKolyQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=BC10BC5CD266825BCB416CF77630B590965D45CC,-87.974653,180053.69,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhLb2x5UTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2MjY4In0.TJqYCijJY8qmd6sJK4FpBqncHMddgqTUwXkuIwGjoOk,1,Adzuna::API::Response::Job,42.108465,Physical Therapist,5694596268,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Mary of Nazareth Hospital,"['US', 'Illinois', 'Cook County', 'Arlington Heights']","Arlington Heights, Cook County",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy - Inpatient Job Type: Full-Time, Non-Exempt Salary range: $1,505.00 – $2,180.00 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides medically prescribed physical t…",2026-04-09T10:54:12Z,170603.3,https://www.adzuna.com/land/ad/5694596231?se=DHKolyQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=6CA941C08B688553D100F7EBCE8EE64CE64DB72F,-87.628998,170603.3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NDU5NjIzMSIsInMiOiJESEtvbHlRMDhSR1YyWmxCbGhCYVpBIn0.f9rjBytb6PaDuUrXFJXGVaWgm-3Fn311ByngKfQUKxg,1,Adzuna::API::Response::Job,41.845917,Physical Therapist - PT,5694596231,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Resurrection Medical Center,"['US', 'Illinois', 'Cook County', 'Chicago', 'Dearborn Homes']","Dearborn Homes, Chicago",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy Job Type: Full-Time, Non-Exempt Salary range: $1,505.20 – $2,289.20 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides acute care physical therapy services to res…",2026-04-09T10:54:12Z,204682.19,https://www.adzuna.com/land/ad/5694596291?se=DHKolyQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=9F17AFD156985F88FABF91954D4FB9885C1890D3,-87.671512,204682.19,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhLb2x5UTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2MjkxIn0.nmZdDjDff12tKhB-fu5hh0gHYyUSU2RZciJxV7L22aU,1,Adzuna::API::Response::Job,41.900992,Physical Therapist ($15k Sign-On Bonus),5694596291,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Saint Mary of Nazareth Hospital,"['US', 'Illinois', 'Cook County', 'Chicago', 'East Village']","East Village, Chicago",Adzuna::API::Response::Location,,
"Overview: Department: Physical Therapy - Inpatient Job Type: Full-Time, Non-Exempt Salary range: $1,505.00 – $2,180.00 gross per week (based on 40 hours) Why Join Us: New Grad Mentorship & Training Flexible Scheduling Options Work in a fast-paced acute care hospital setting with diverse patient populations Career growth opportunities across a large health system Collaborative, team-oriented environment focused on patient outcomes The Physical Therapist I provides medically prescribed physical t…",2026-04-09T10:54:12Z,202601.06,https://www.adzuna.com/land/ad/5694596242?se=DHKolyQ08RGV2ZlBlhBaZA&utm_medium=api&utm_source=abfa41a4&v=DBCA7263757F88217CBE8DA90FC6AC24ACD0253A,-87.699715,202601.06,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREhLb2x5UTA4UkdWMlpsQmxoQmFaQSIsImkiOiI1Njk0NTk2MjQyIn0.TaDw6SomK4K23JeNu_22S-RckF4p96VkzTYE50EyVpU,1,Adzuna::API::Response::Job,42.056509,Physical Therapist - PT,5694596242,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Resurrection Medical Center,"['US', 'Illinois', 'Cook County', 'Evanston']","Evanston, Cook County",Adzuna::API::Response::Location,,
